"Notes"	"Gender"	"Gender Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"58 years"	"58"	"2015"	"2015"	925	238156	388.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"58 years"	"58"	"2016"	"2016"	985	243440	404.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"58 years"	"58"	"2017"	"2017"	1006	255806	393.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"58 years"	"58"	"2018"	"2018"	1042	275945	377.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"1999"	"1999"	459	85907	534.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2000"	"2000"	460	89628	513.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2001"	"2001"	526	95273	552.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2002"	"2002"	512	104734	488.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2003"	"2003"	576	110087	523.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2004"	"2004"	561	117006	479.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2005"	"2005"	601	123662	486.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2006"	"2006"	623	140306	444.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2007"	"2007"	666	147283	452.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2008"	"2008"	702	153830	456.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2009"	"2009"	721	170835	422.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2010"	"2010"	730	171200	426.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2011"	"2011"	792	177104	447.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2012"	"2012"	793	189547	418.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2013"	"2013"	895	202211	442.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2014"	"2014"	922	220929	417.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2015"	"2015"	889	227957	390.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2016"	"2016"	992	236050	420.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2017"	"2017"	1013	243758	415.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"59 years"	"59"	"2018"	"2018"	1079	253640	425.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"1999"	"1999"	484	86563	559.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2000"	"2000"	448	88786	504.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2001"	"2001"	529	89985	587.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2002"	"2002"	592	95265	621.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2003"	"2003"	564	104453	540.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2004"	"2004"	562	109523	513.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2005"	"2005"	592	116160	509.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2006"	"2006"	660	122573	538.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2007"	"2007"	706	138622	509.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2008"	"2008"	742	145217	511.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2009"	"2009"	724	151290	478.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2010"	"2010"	803	165131	486.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2011"	"2011"	778	171420	453.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2012"	"2012"	794	176388	450.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2013"	"2013"	862	189046	456.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2014"	"2014"	1004	203883	492.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2015"	"2015"	959	221064	433.8
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2016"	"2016"	996	225942	440.8
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2017"	"2017"	1097	236315	464.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"60 years"	"60"	"2018"	"2018"	1085	241505	449.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"1999"	"1999"	487	78371	621.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2000"	"2000"	563	82289	684.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2001"	"2001"	556	90339	615.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2002"	"2002"	570	90704	628.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2003"	"2003"	547	96224	568.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2004"	"2004"	595	105720	562.8
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2005"	"2005"	587	111159	528.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2006"	"2006"	663	118246	560.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2007"	"2007"	663	124983	530.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2008"	"2008"	769	141706	542.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2009"	"2009"	792	148723	532.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2010"	"2010"	799	152183	525.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2011"	"2011"	747	167013	447.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2012"	"2012"	866	170683	507.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2013"	"2013"	851	175864	483.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2014"	"2014"	974	190615	511.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2015"	"2015"	1061	204011	520.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2016"	"2016"	1078	219130	491.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2017"	"2017"	1150	226215	508.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"61 years"	"61"	"2018"	"2018"	1177	234144	502.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"1999"	"1999"	521	75640	688.8
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2000"	"2000"	531	80094	663.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2001"	"2001"	590	84038	702.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2002"	"2002"	598	90704	659.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2003"	"2003"	635	90989	697.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2004"	"2004"	620	96475	642.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2005"	"2005"	702	106002	662.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2006"	"2006"	674	111518	604.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2007"	"2007"	712	118533	600.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2008"	"2008"	671	125280	535.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2009"	"2009"	803	141977	565.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2010"	"2010"	813	147773	550.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2011"	"2011"	837	153951	543.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2012"	"2012"	876	166334	526.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2013"	"2013"	973	170039	572.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2014"	"2014"	997	177212	562.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2015"	"2015"	1089	190620	571.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2016"	"2016"	1118	202194	552.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2017"	"2017"	1190	219355	542.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"62 years"	"62"	"2018"	"2018"	1226	224165	546.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"1999"	"1999"	571	75263	758.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2000"	"2000"	600	76605	783.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2001"	"2001"	634	81514	777.8
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2002"	"2002"	628	84398	744.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2003"	"2003"	672	91047	738.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2004"	"2004"	679	91354	743.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2005"	"2005"	699	96965	720.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2006"	"2006"	698	106569	655.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2007"	"2007"	695	112196	619.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2008"	"2008"	734	119253	615.5
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2009"	"2009"	833	125982	661.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2010"	"2010"	877	138167	634.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2011"	"2011"	898	148149	606.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2012"	"2012"	979	153300	638.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2013"	"2013"	976	165536	589.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2014"	"2014"	1039	171124	607.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2015"	"2015"	1022	177063	577.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2016"	"2016"	1121	189064	592.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2017"	"2017"	1195	202345	590.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"63 years"	"63"	"2018"	"2018"	1254	217338	577.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"1999"	"1999"	680	73780	921.7
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2000"	"2000"	611	75224	812.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2001"	"2001"	648	77471	836.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2002"	"2002"	678	81493	832.0
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2003"	"2003"	659	84252	782.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2004"	"2004"	686	90715	756.2
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2005"	"2005"	688	90957	756.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2006"	"2006"	737	96426	764.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2007"	"2007"	733	105906	692.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2008"	"2008"	844	111355	757.9
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2009"	"2009"	770	118209	651.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2010"	"2010"	861	123570	696.8
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2011"	"2011"	981	141694	692.3
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2012"	"2012"	1021	147457	692.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2013"	"2013"	989	152524	648.4
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2014"	"2014"	1044	166613	626.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2015"	"2015"	1188	171035	694.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2016"	"2016"	1220	175776	694.1
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2017"	"2017"	1263	189185	667.6
	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"64 years"	"64"	"2018"	"2018"	1231	200235	614.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"1999"	"1999"	775	1501940	51.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2000"	"2000"	793	1523158	52.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2001"	"2001"	826	1475423	56.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2002"	"2002"	800	1527254	52.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2003"	"2003"	809	1557666	51.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2004"	"2004"	826	1619596	51.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2005"	"2005"	925	1713951	54.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2006"	"2006"	958	1731090	55.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2007"	"2007"	913	1702362	53.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2008"	"2008"	944	1689886	55.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2009"	"2009"	894	1673078	53.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2010"	"2010"	922	1696485	54.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2011"	"2011"	957	1689172	56.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2012"	"2012"	920	1690376	54.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2013"	"2013"	912	1730369	52.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2014"	"2014"	985	1788397	55.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2015"	"2015"	1119	1867915	59.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2016"	"2016"	1184	1867745	63.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2017"	"2017"	1211	1818234	66.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"25 years"	"25"	"2018"	"2018"	1106	1767308	62.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"1999"	"1999"	785	1516462	51.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2000"	"2000"	780	1482139	52.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2001"	"2001"	809	1530341	52.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2002"	"2002"	828	1479139	56.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2003"	"2003"	885	1527099	58.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2004"	"2004"	909	1556400	58.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2005"	"2005"	918	1615909	56.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2006"	"2006"	982	1707740	57.5
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2007"	"2007"	1026	1721855	59.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2008"	"2008"	962	1690874	56.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2009"	"2009"	1018	1675979	60.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2010"	"2010"	933	1658297	56.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2011"	"2011"	1023	1713594	59.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2012"	"2012"	993	1703801	58.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2013"	"2013"	1010	1701774	59.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2014"	"2014"	1049	1746425	60.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2015"	"2015"	1099	1804290	60.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2016"	"2016"	1284	1877659	68.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2017"	"2017"	1232	1879126	65.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"26 years"	"26"	"2018"	"2018"	1258	1827464	68.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"1999"	"1999"	918	1651097	55.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2000"	"2000"	875	1561763	56.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2001"	"2001"	863	1494984	57.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2002"	"2002"	852	1538834	55.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2003"	"2003"	921	1487818	61.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2004"	"2004"	902	1537859	58.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2005"	"2005"	883	1568970	56.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2006"	"2006"	1046	1630392	64.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2007"	"2007"	990	1723674	57.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2008"	"2008"	981	1739152	56.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2009"	"2009"	1020	1709232	59.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2010"	"2010"	958	1697225	56.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2011"	"2011"	969	1666361	58.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2012"	"2012"	1028	1727172	59.5
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2013"	"2013"	1083	1714127	63.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2014"	"2014"	1032	1716954	60.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2015"	"2015"	1143	1761568	64.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2016"	"2016"	1341	1812497	74.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2017"	"2017"	1437	1889020	76.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"27 years"	"27"	"2018"	"2018"	1376	1888155	72.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"1999"	"1999"	1007	1753741	57.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2000"	"2000"	949	1663164	57.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2001"	"2001"	958	1544544	62.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2002"	"2002"	922	1495701	61.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2003"	"2003"	896	1535833	58.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2004"	"2004"	900	1483210	60.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2005"	"2005"	975	1530721	63.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2006"	"2006"	976	1559466	62.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2007"	"2007"	1032	1616684	63.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2008"	"2008"	1075	1706120	63.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2009"	"2009"	1135	1718175	66.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2010"	"2010"	1119	1686514	66.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2011"	"2011"	1034	1698794	60.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2012"	"2012"	1138	1678735	67.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2013"	"2013"	1124	1736256	64.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2014"	"2014"	1143	1727943	66.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2015"	"2015"	1220	1731020	70.5
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2016"	"2016"	1383	1768157	78.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2017"	"2017"	1549	1822695	85.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"28 years"	"28"	"2018"	"2018"	1467	1897090	77.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"1999"	"1999"	1081	1770483	61.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2000"	"2000"	1061	1793164	59.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2001"	"2001"	1081	1639471	65.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2002"	"2002"	1014	1539980	65.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2003"	"2003"	1011	1487430	68.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2004"	"2004"	1004	1524523	65.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2005"	"2005"	951	1469809	64.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2006"	"2006"	1030	1513895	68.0
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2007"	"2007"	1111	1538274	72.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2008"	"2008"	1076	1590967	67.6
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2009"	"2009"	1154	1675197	68.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2010"	"2010"	1167	1693400	68.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2011"	"2011"	1170	1703795	68.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2012"	"2012"	1220	1709803	71.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2013"	"2013"	1158	1686756	68.7
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2014"	"2014"	1231	1748569	70.4
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2015"	"2015"	1309	1740762	75.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2016"	"2016"	1392	1736398	80.2
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2017"	"2017"	1456	1777950	81.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"29 years"	"29"	"2018"	"2018"	1565	1829968	85.5
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"1999"	"1999"	1147	1761599	65.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"2000"	"2000"	1126	1802182	62.5
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"2001"	"2001"	1218	1771271	68.8
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"2002"	"2002"	1129	1649322	68.5
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"2003"	"2003"	1058	1553688	68.1
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"2004"	"2004"	978	1506063	64.9
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"2005"	"2005"	1088	1548717	70.3
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"30 years"	"30"	"2006"	"2006"	1025	1498319	68.4
