"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"35-44 years"	"35-44"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2014"	"2014"	0	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2014"	"2014"	2	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2017"	"2017"	4	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2014"	"2014"	0	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2014"	"2014"	1	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2017"	"2017"	1	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"2014"	"2014"	61	3910211	1.6
	"Female"	"F"	"35-44 years"	"35-44"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"2017"	"2017"	56	4124711	1.4
	"Female"	"F"	"35-44 years"	"35-44"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2014"	"2014"	1	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2014"	"2014"	60	3910211	1.5
	"Female"	"F"	"35-44 years"	"35-44"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2017"	"2017"	56	4124711	1.4
	"Female"	"F"	"35-44 years"	"35-44"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2014"	"2014"	0	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2014"	"2014"	26	3910211	0.7
	"Female"	"F"	"35-44 years"	"35-44"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2017"	"2017"	23	4124711	0.6
	"Female"	"F"	"35-44 years"	"35-44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2014"	"2014"	47	3910211	1.2
	"Female"	"F"	"35-44 years"	"35-44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2017"	"2017"	44	4124711	1.1
	"Female"	"F"	"35-44 years"	"35-44"	"All other diseases (Residual) "	"GR113-111"	"2014"	"2014"	313	3910211	8.0
	"Female"	"F"	"35-44 years"	"35-44"	"All other diseases (Residual) "	"GR113-111"	"2017"	"2017"	388	4124711	9.4
	"Female"	"F"	"35-44 years"	"35-44"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2014"	"2014"	425	3910211	10.9
	"Female"	"F"	"35-44 years"	"35-44"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2017"	"2017"	569	4124711	13.8
	"Female"	"F"	"35-44 years"	"35-44"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2014"	"2014"	171	3910211	4.4
	"Female"	"F"	"35-44 years"	"35-44"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2017"	"2017"	213	4124711	5.2
	"Female"	"F"	"35-44 years"	"35-44"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2014"	"2014"	160	3910211	4.1
	"Female"	"F"	"35-44 years"	"35-44"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2017"	"2017"	208	4124711	5.0
	"Female"	"F"	"35-44 years"	"35-44"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2014"	"2014"	5	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2017"	"2017"	3	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2014"	"2014"	6	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2017"	"2017"	2	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2014"	"2014"	254	3910211	6.5
	"Female"	"F"	"35-44 years"	"35-44"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2017"	"2017"	356	4124711	8.6
	"Female"	"F"	"35-44 years"	"35-44"	"Falls (W00-W19)"	"GR113-118"	"2014"	"2014"	12	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Falls (W00-W19)"	"GR113-118"	"2017"	"2017"	16	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2014"	"2014"	1	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2014"	"2014"	6	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2017"	"2017"	4	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2014"	"2014"	6	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2017"	"2017"	1	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2014"	"2014"	199	3910211	5.1
	"Female"	"F"	"35-44 years"	"35-44"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2017"	"2017"	319	4124711	7.7
	"Female"	"F"	"35-44 years"	"35-44"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2014"	"2014"	30	3910211	0.8
	"Female"	"F"	"35-44 years"	"35-44"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2017"	"2017"	16	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2014"	"2014"	108	3910211	2.8
	"Female"	"F"	"35-44 years"	"35-44"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2017"	"2017"	135	4124711	3.3
	"Female"	"F"	"35-44 years"	"35-44"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2014"	"2014"	20	3910211	0.5
	"Female"	"F"	"35-44 years"	"35-44"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2017"	"2017"	37	4124711	0.9
	"Female"	"F"	"35-44 years"	"35-44"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2014"	"2014"	88	3910211	2.3
	"Female"	"F"	"35-44 years"	"35-44"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2017"	"2017"	98	4124711	2.4
	"Female"	"F"	"35-44 years"	"35-44"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2014"	"2014"	85	3910211	2.2
	"Female"	"F"	"35-44 years"	"35-44"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2017"	"2017"	117	4124711	2.8
	"Female"	"F"	"35-44 years"	"35-44"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	"2014"	"2014"	45	3910211	1.2
	"Female"	"F"	"35-44 years"	"35-44"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	"2017"	"2017"	69	4124711	1.7
	"Female"	"F"	"35-44 years"	"35-44"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2014"	"2014"	40	3910211	1.0
	"Female"	"F"	"35-44 years"	"35-44"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2017"	"2017"	48	4124711	1.2
	"Female"	"F"	"35-44 years"	"35-44"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2014"	"2014"	0	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2014"	"2014"	17	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2017"	"2017"	17	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2014"	"2014"	3	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	14	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	17	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	"2014"	"2014"	0	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	"2017"	"2017"	0	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2014"	"2014"	11	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2017"	"2017"	11	4124711	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2014"	"2014"	3	3910211	Unreliable
	"Female"	"F"	"35-44 years"	"35-44"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2017"	"2017"	7	4124711	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2017"	"2017"	1	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2014"	"2014"	14	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2017"	"2017"	19	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2014"	"2014"	3	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2017"	"2017"	1	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2014"	"2014"	2	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2014"	"2014"	1	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2017"	"2017"	1	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Whooping cough (A37)"	"GR113-007"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Whooping cough (A37)"	"GR113-007"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Meningococcal infection (A39)"	"GR113-009"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Meningococcal infection (A39)"	"GR113-009"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Septicemia (A40-A41)"	"GR113-010"	"2014"	"2014"	95	3136326	3.0
	"Female"	"F"	"45-54 years"	"45-54"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	109	3419060	3.2
	"Female"	"F"	"45-54 years"	"45-54"	"#Syphilis (A50-A53)"	"GR113-011"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Syphilis (A50-A53)"	"GR113-011"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Measles (B05)"	"GR113-014"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Measles (B05)"	"GR113-014"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2014"	"2014"	84	3136326	2.7
	"Female"	"F"	"45-54 years"	"45-54"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	43	3419060	1.3
	"Female"	"F"	"45-54 years"	"45-54"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2014"	"2014"	60	3136326	1.9
	"Female"	"F"	"45-54 years"	"45-54"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	39	3419060	1.1
	"Female"	"F"	"45-54 years"	"45-54"	"#Malaria (B50-B54)"	"GR113-017"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Malaria (B50-B54)"	"GR113-017"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2014"	"2014"	20	3136326	0.6
	"Female"	"F"	"45-54 years"	"45-54"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	19	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2014"	"2014"	2153	3136326	68.6
	"Female"	"F"	"45-54 years"	"45-54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2017"	"2017"	2244	3419060	65.6
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2014"	"2014"	10	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2017"	"2017"	16	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2014"	"2014"	9	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2017"	"2017"	9	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2014"	"2014"	139	3136326	4.4
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2017"	"2017"	133	3419060	3.9
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2014"	"2014"	189	3136326	6.0
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2017"	"2017"	261	3419060	7.6
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2014"	"2014"	62	3136326	2.0
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2017"	"2017"	69	3419060	2.0
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2014"	"2014"	99	3136326	3.2
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2017"	"2017"	115	3419060	3.4
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2014"	"2014"	2	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2017"	"2017"	2	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2014"	"2014"	161	3136326	5.1
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2017"	"2017"	149	3419060	4.4
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2014"	"2014"	13	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2017"	"2017"	8	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2014"	"2014"	546	3136326	17.4
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2017"	"2017"	554	3419060	16.2
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2014"	"2014"	138	3136326	4.4
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2017"	"2017"	144	3419060	4.2
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2014"	"2014"	95	3136326	3.0
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2017"	"2017"	119	3419060	3.5
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2014"	"2014"	168	3136326	5.4
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2017"	"2017"	165	3419060	4.8
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2014"	"2014"	21	3136326	0.7
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2017"	"2017"	40	3419060	1.2
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2014"	"2014"	10	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2017"	"2017"	17	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2014"	"2014"	62	3136326	2.0
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2017"	"2017"	62	3419060	1.8
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2014"	"2014"	171	3136326	5.5
	"Female"	"F"	"45-54 years"	"45-54"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2017"	"2017"	144	3419060	4.2
	"Female"	"F"	"45-54 years"	"45-54"	"Hodgkin disease (C81)"	"GR113-038"	"2014"	"2014"	6	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Hodgkin disease (C81)"	"GR113-038"	"2017"	"2017"	4	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2014"	"2014"	50	3136326	1.6
	"Female"	"F"	"45-54 years"	"45-54"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2017"	"2017"	42	3419060	1.2
	"Female"	"F"	"45-54 years"	"45-54"	"Leukemia (C91-C95)"	"GR113-040"	"2014"	"2014"	80	3136326	2.6
	"Female"	"F"	"45-54 years"	"45-54"	"Leukemia (C91-C95)"	"GR113-040"	"2017"	"2017"	68	3419060	2.0
	"Female"	"F"	"45-54 years"	"45-54"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2014"	"2014"	35	3136326	1.1
	"Female"	"F"	"45-54 years"	"45-54"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2017"	"2017"	30	3419060	0.9
	"Female"	"F"	"45-54 years"	"45-54"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2014"	"2014"	0	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2017"	"2017"	0	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2014"	"2014"	258	3136326	8.2
	"Female"	"F"	"45-54 years"	"45-54"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2017"	"2017"	237	3419060	6.9
	"Female"	"F"	"45-54 years"	"45-54"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2014"	"2014"	26	3136326	0.8
	"Female"	"F"	"45-54 years"	"45-54"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2017"	"2017"	32	3419060	0.9
	"Female"	"F"	"45-54 years"	"45-54"	"#Anemias (D50-D64)"	"GR113-045"	"2014"	"2014"	13	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Anemias (D50-D64)"	"GR113-045"	"2017"	"2017"	15	3419060	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2014"	"2014"	265	3136326	8.4
	"Female"	"F"	"45-54 years"	"45-54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2017"	"2017"	328	3419060	9.6
	"Female"	"F"	"45-54 years"	"45-54"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2014"	"2014"	3	3136326	Unreliable
	"Female"	"F"	"45-54 years"	"45-54"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2017"	"2017"	3	3419060	Unreliable
