"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	4467	4535264	98.5
	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	4578	4579473	100.0
	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	4632	4638238	99.9
	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	4836	4666247	103.6
	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	5268	4710492	111.8
	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	6059	4744881	127.7
	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	6309	4889623	129.0
	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	6356	4940457	128.7
	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	5476	2545704	215.1
	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	5597	2653010	211.0
	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	5895	2809147	209.9
	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	5828	2919575	199.6
	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	5887	3029768	194.3
	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	5973	3140262	190.2
	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	6145	3254506	188.8
	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	6223	3371248	184.6
	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	6037	3476080	173.7
	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	5924	3579653	165.5
	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	5811	3666767	158.5
	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	5460	3734405	146.2
	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	5478	3845565	142.4
	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	5593	3919266	142.7
	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	5728	3995834	143.3
	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	6099	4082534	149.4
	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	6385	4179196	152.8
	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	6947	4221547	164.6
	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	7358	4347457	169.2
	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	7660	4417311	173.4
	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	6497	1461909	444.4
	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	6808	1550931	439.0
	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	7477	1684409	443.9
	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	7719	1788830	431.5
	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	8336	1894427	440.0
	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	8451	2005794	421.3
	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	8994	2132716	421.7
	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	9234	2254150	409.6
	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	9634	2382593	404.3
	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	9469	2510039	377.2
	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	9955	2640935	376.9
	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	9627	2735916	351.9
	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	10271	2874312	357.3
	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	10169	2967274	342.7
	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	10683	3070193	348.0
	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	10894	3194380	341.0
	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	11230	3301061	340.2
	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	11551	3372447	342.5
	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	12145	3476449	349.4
	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	12311	3540648	347.7
	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	7490	768342	974.8
	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	7760	803574	965.7
	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	8026	862844	930.2
	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	8762	924295	948.0
	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	9122	986818	924.4
	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	9246	1053465	877.7
	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	9954	1130851	880.2
	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	10271	1209187	849.4
	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	10764	1287537	836.0
	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	11461	1369294	837.0
	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	11941	1458237	818.9
	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	12509	1534709	815.1
	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	13112	1657692	791.0
	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	14258	1746656	816.3
	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	14674	1840320	797.4
	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	15398	1954870	787.7
	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	16366	2076481	788.2
	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	17416	2165848	804.1
	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	17974	2282658	787.4
	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	19083	2379682	801.9
	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	10783	455197	2368.9
	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	10842	473875	2287.9
	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	11231	498321	2253.8
	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	11476	517526	2217.5
	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	11465	538672	2128.4
	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	11279	560494	2012.3
	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	11984	583952	2052.2
	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	11780	608431	1936.1
	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	11978	635705	1884.2
	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	12421	669633	1854.9
	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	12623	705502	1789.2
	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	13040	734664	1775.0
	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	13540	786108	1722.4
	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	14102	839859	1679.1
	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	15355	897737	1710.4
	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	15948	963570	1655.1
	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	17253	1030448	1674.3
	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	18211	1091224	1668.9
	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	19032	1160593	1639.9
	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	20454	1224396	1670.5
	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	10317	191795	5379.2
	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	10973	203382	5395.3
	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	11759	222233	5291.3
	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	12291	237427	5176.7
	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	12904	253123	5097.9
	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	13397	268851	4983.1
	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	14539	285275	5096.5
	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	14209	299802	4739.5
	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	14438	313038	4612.2
	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	14851	325426	4563.6
	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	14911	339142	4396.7
	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	15723	352386	4461.9
	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	16081	373669	4303.5
	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	16552	389376	4250.9
	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	17160	406818	4218.1
	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	17544	427559	4103.3
	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	18483	447841	4127.1
	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	18848	464928	4054.0
	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	20011	489645	4086.8
	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	20873	514814	4054.5
	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	6253	46367	13485.9
	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	6493	49617	13086.2
	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	6767	51525	13133.4
	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	6977	53089	13142.1
	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	7165	56054	12782.3
	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	7090	59100	11996.6
	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	8143	63886	12746.1
	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	8367	68946	12135.6
	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	8809	75166	11719.4
	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	9394	82019	11453.4
	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	10039	89429	11225.7
	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	11171	94832	11779.8
	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	11442	106857	10707.8
	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	12560	116301	10799.6
	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	13454	126973	10596.0
	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	14395	139514	10318.0
	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	15428	152064	10145.7
	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	16425	161994	10139.3
	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	17588	173330	10147.1
	"Male"	"M"	"85+ years"	"85+"	"2018"	"2018"	18403	181768	10124.4
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"Gender: Female; Male"
"Hispanic Origin: Hispanic or Latino"
"Ten-Year Age Groups: < 1 year; 1-4 years; 5-14 years; 15-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74"
"years; 75-84 years; 85+ years"
"Group By: Gender; Ten-Year Age Groups; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Mar 27, 2020 3:58:27 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Mar 27, 2020 3:58:27 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
