Year	Locationabbr	Locationdesc	Class	Topic	Question	Response	Break_Out	Break_Out_Category	Sample_Size	Data_value	Confidence_limit_Low	Confidence_limit_High	Display_order	Data_value_unit	Data_value_type	Data_Value_Footnote_Symbol	Data_Value_Footnote	DataSource	ClassId	TopicId	LocationID	BreakoutID	BreakOutCategoryID	QuestionID	ResponseID	GeoLocation
2012	ME	Maine	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	186	7.0	5.8	8.2	2400	%	Crude Prevalence			BRFSS	CLASS01	Topic30	23	EDUCA2	CAT5	_RFDRHV4	RESP046	(45.254228894001, -68.985031336)
2012	IA	Iowa	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	122	7.2	5.7	8.6	2400	%	Crude Prevalence			BRFSS	CLASS01	Topic30	19	EDUCA3	CAT5	_RFDRHV4	RESP046	(42.469400913, -93.816490556)
2011	AK	Alaska	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	92	8.5	6.1	10.9	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	2	EDUCA4	CAT5	_RFDRHV4	RESP046	(64.845079957001, -147.722059036)
2012	NE	Nebraska	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	375	8.2	7.1	9.2	2418	%	Crude Prevalence			BRFSS	CLASS01	Topic30	31	EDUCA2	CAT5	_RFDRHV4	RESP046	(41.641040988001, -99.365720623)
2013	CO	Colorado	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	211	6.6	5.6	7.7	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	8	EDUCA3	CAT5	_RFDRHV4	RESP046	(38.843840757, -106.133610921)
2012	ID	Idaho	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	101	6.2	3.9	8.5	2386	%	Crude Prevalence			BRFSS	CLASS01	Topic30	16	EDUCA4	CAT5	_RFDRHV4	RESP046	(43.682630005, -114.363730042)
2013	WI	Wisconsin	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	167	7.8	6.1	9.5	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	55	EDUCA2	CAT5	_RFDRHV4	RESP046	(44.393191174, -89.816370742)
2012	MN	Minnesota	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	22	4.8	2.3	7.2	2409	%	Crude Prevalence			BRFSS	CLASS01	Topic30	27	EDUCA1	CAT5	_RFDRHV4	RESP046	(46.355648736, -94.794200503)
2012	DC	District of Columbia	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	182	11.1	8.5	13.8	2391	%	Crude Prevalence			BRFSS	CLASS01	Topic30	11	EDUCA4	CAT5	_RFDRHV4	RESP046	(38.890371385, -77.031961127)
2013	MI	Michigan	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	237	6.8	5.7	7.9	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	26	EDUCA2	CAT5	_RFDRHV4	RESP046	(44.661319543001, -84.71439027)
2012	SC	South Carolina	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	51	5.9	4.0	7.8	2414	%	Crude Prevalence			BRFSS	CLASS01	Topic30	45	EDUCA1	CAT5	_RFDRHV4	RESP046	(33.998821303, -81.045371207)
2011	IN	Indiana	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	125	5.9	4.5	7.3	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	18	EDUCA2	CAT5	_RFDRHV4	RESP046	(39.766910452, -86.149960194)
2013	MN	Minnesota	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	284	8.2	6.8	9.7	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	27	EDUCA3	CAT5	_RFDRHV4	RESP046	(46.355648736, -94.794200503)
2013	TN	Tennessee	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	51	4.3	2.7	5.8	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	47	EDUCA3	CAT5	_RFDRHV4	RESP046	(35.68094058, -85.774490914)
2012	AK	Alaska	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	86	6.6	4.7	8.4	2403	%	Crude Prevalence			BRFSS	CLASS01	Topic30	2	EDUCA3	CAT5	_RFDRHV4	RESP046	(64.845079957001, -147.722059036)
2013	NV	Nevada	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	21				29	%	Crude Prevalence	*	Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.	BRFSS	CLASS01	Topic30	32	EDUCA1	CAT5	_RFDRHV4	RESP046	(39.49324039, -117.071840564)
2013	OH	Ohio	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	162	6.1	5.0	7.3	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	39	EDUCA3	CAT5	_RFDRHV4	RESP046	(40.060210141, -82.404260056)
2013	IA	Iowa	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	133	5.9	4.7	7.1	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	19	EDUCA2	CAT5	_RFDRHV4	RESP046	(42.469400913, -93.816490556)
2013	NM	New Mexico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	127	5.9	4.6	7.3	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	35	EDUCA2	CAT5	_RFDRHV4	RESP046	(34.520880952, -106.240580985)
2011	ID	Idaho	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	23	7.8	3.2	12.3	29	%	Crude Prevalence			BRFSS	CLASS01	Topic30	16	EDUCA1	CAT5	_RFDRHV4	RESP046	(43.682630005, -114.363730042)
2012	NM	New Mexico	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	154	5.5	4.5	6.5	2409	%	Crude Prevalence			BRFSS	CLASS01	Topic30	35	EDUCA4	CAT5	_RFDRHV4	RESP046	(34.520880952, -106.240580985)
2012	DC	District of Columbia	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	24				2390	%	Crude Prevalence	*	Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.	BRFSS	CLASS01	Topic30	11	EDUCA3	CAT5	_RFDRHV4	RESP046	(38.890371385, -77.031961127)
2013	UT	Utah	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	149	3.2	2.5	3.9	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	49	EDUCA4	CAT5	_RFDRHV4	RESP046	(39.360700171, -111.587130635)
2011	NV	Nevada	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	122	7.0	4.8	9.2	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	32	EDUCA3	CAT5	_RFDRHV4	RESP046	(39.49324039, -117.071840564)
2013	MO	Missouri	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	99	6.7	5.0	8.3	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	29	EDUCA3	CAT5	_RFDRHV4	RESP046	(38.635790776, -92.566300053)
2012	MI	Michigan	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	168	6.2	5.0	7.3	2411	%	Crude Prevalence			BRFSS	CLASS01	Topic30	26	EDUCA3	CAT5	_RFDRHV4	RESP046	(44.661319543001, -84.71439027)
2012	NC	North Carolina	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	165	5.9	4.8	6.9	2416	%	Crude Prevalence			BRFSS	CLASS01	Topic30	37	EDUCA3	CAT5	_RFDRHV4	RESP046	(35.466220975, -79.159250463)
2012	ME	Maine	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	18	4.6	2.0	7.2	2399	%	Crude Prevalence			BRFSS	CLASS01	Topic30	23	EDUCA1	CAT5	_RFDRHV4	RESP046	(45.254228894001, -68.985031336)
2012	OH	Ohio	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	188	5.6	4.6	6.6	2416	%	Crude Prevalence			BRFSS	CLASS01	Topic30	39	EDUCA4	CAT5	_RFDRHV4	RESP046	(40.060210141, -82.404260056)
2011	KS	Kansas	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	239	6.1	5.2	7.1	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	20	EDUCA2	CAT5	_RFDRHV4	RESP046	(38.3477403, -98.200781227)
2012	NJ	New Jersey	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	29	3.7	2.2	5.2	2412	%	Crude Prevalence			BRFSS	CLASS01	Topic30	34	EDUCA1	CAT5	_RFDRHV4	RESP046	(40.130570048, -74.273691288)
2013	NC	North Carolina	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	155	6.3	5.1	7.6	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	37	EDUCA4	CAT5	_RFDRHV4	RESP046	(35.466220975, -79.159250463)
2012	SD	South Dakota	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	118	5.5	4.1	7.0	2406	%	Crude Prevalence			BRFSS	CLASS01	Topic30	46	EDUCA4	CAT5	_RFDRHV4	RESP046	(44.353130053, -100.373530637)
2012	NJ	New Jersey	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	314	5.1	4.3	5.9	2415	%	Crude Prevalence			BRFSS	CLASS01	Topic30	34	EDUCA4	CAT5	_RFDRHV4	RESP046	(40.130570048, -74.273691288)
2013	DE	Delaware	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	80	7.5	5.5	9.6	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	10	EDUCA3	CAT5	_RFDRHV4	RESP046	(39.008830667, -75.577741168)
2012	MT	Montana	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	194	8.4	7.0	9.7	2399	%	Crude Prevalence			BRFSS	CLASS01	Topic30	30	EDUCA4	CAT5	_RFDRHV4	RESP046	(47.066528972, -109.424420645)
2013	ME	Maine	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	25	7.7	4.1	11.4	29	%	Crude Prevalence			BRFSS	CLASS01	Topic30	23	EDUCA1	CAT5	_RFDRHV4	RESP046	(45.254228894001, -68.985031336)
2013	KS	Kansas	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	308	3.9	3.4	4.4	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	20	EDUCA4	CAT5	_RFDRHV4	RESP046	(38.3477403, -98.200781227)
2013	FL	Florida	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	672	8.2	7.0	9.4	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	12	EDUCA3	CAT5	_RFDRHV4	RESP046	(28.932040377, -81.928960539)
2011	OK	Oklahoma	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	96	5.5	3.9	7.2	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	40	EDUCA4	CAT5	_RFDRHV4	RESP046	(35.472031356, -97.521070214)
2012	MA	Massachusetts	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	325	8.6	7.3	9.9	2418	%	Crude Prevalence			BRFSS	CLASS01	Topic30	25	EDUCA3	CAT5	_RFDRHV4	RESP046	(42.27687047, -72.082690675)
2011	MI	Michigan	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	180	6.9	5.6	8.2	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	26	EDUCA3	CAT5	_RFDRHV4	RESP046	(44.661319543001, -84.71439027)
2011	OK	Oklahoma	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	112	6.0	4.6	7.5	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	40	EDUCA2	CAT5	_RFDRHV4	RESP046	(35.472031356, -97.521070214)
2012	RI	Rhode Island	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	75	6.4	4.6	8.2	2396	%	Crude Prevalence			BRFSS	CLASS01	Topic30	44	EDUCA2	CAT5	_RFDRHV4	RESP046	(41.708280193, -71.522470314)
2011	NE	Nebraska	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	466	8.5	7.5	9.5	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	31	EDUCA3	CAT5	_RFDRHV4	RESP046	(41.641040988001, -99.365720623)
2011	WV	West Virginia	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	23	4.0	2.2	5.9	29	%	Crude Prevalence			BRFSS	CLASS01	Topic30	54	EDUCA1	CAT5	_RFDRHV4	RESP046	(38.665510202, -80.712640135)
2011	MS	Mississippi	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	49	6.5	4.4	8.6	29	%	Crude Prevalence			BRFSS	CLASS01	Topic30	28	EDUCA1	CAT5	_RFDRHV4	RESP046	(32.745510099, -89.538030825)
2013	MS	Mississippi	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	65	3.6	2.4	4.8	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	28	EDUCA2	CAT5	_RFDRHV4	RESP046	(32.745510099, -89.538030825)
2011	MD	Maryland	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	215	5.4	4.5	6.4	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	24	EDUCA4	CAT5	_RFDRHV4	RESP046	(39.290580964, -76.609260111)
2013	CA	California	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	294	6.4	5.5	7.3	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	6	EDUCA4	CAT5	_RFDRHV4	RESP046	(37.638640123, -120.999999538)
2011	ME	Maine	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	261	7.8	6.7	9.0	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	23	EDUCA2	CAT5	_RFDRHV4	RESP046	(45.254228894001, -68.985031336)
2012	VT	Vermont	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	15				2388	%	Crude Prevalence	*	Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.	BRFSS	CLASS01	Topic30	50	EDUCA1	CAT5	_RFDRHV4	RESP046	(43.625381239, -72.517640791)
2012	MS	Mississippi	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	65	4.4	3.0	5.8	2405	%	Crude Prevalence			BRFSS	CLASS01	Topic30	28	EDUCA3	CAT5	_RFDRHV4	RESP046	(32.745510099, -89.538030825)
2011	FL	Florida	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	235	8.1	6.7	9.6	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	12	EDUCA3	CAT5	_RFDRHV4	RESP046	(28.932040377, -81.928960539)
2011	OH	Ohio	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	183	7.6	6.2	9.0	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	39	EDUCA2	CAT5	_RFDRHV4	RESP046	(40.060210141, -82.404260056)
2013	ND	North Dakota	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	125	7.2	5.5	8.8	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	38	EDUCA2	CAT5	_RFDRHV4	RESP046	(47.475319779, -100.118421049)
2013	CO	Colorado	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	373	7.4	6.5	8.3	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	8	EDUCA4	CAT5	_RFDRHV4	RESP046	(38.843840757, -106.133610921)
2012	NY	New York	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	18	3.2	1.5	4.8	2404	%	Crude Prevalence			BRFSS	CLASS01	Topic30	36	EDUCA1	CAT5	_RFDRHV4	RESP046	(42.827001032, -75.543970427)
2011	AZ	Arizona	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	93	5.5	3.6	7.4	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	4	EDUCA2	CAT5	_RFDRHV4	RESP046	(34.86597028, -111.763811277)
2011	KS	Kansas	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	261	6.0	5.1	6.8	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	20	EDUCA3	CAT5	_RFDRHV4	RESP046	(38.3477403, -98.200781227)
2013	WI	Wisconsin	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	17				29	%	Crude Prevalence	*	Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.	BRFSS	CLASS01	Topic30	55	EDUCA1	CAT5	_RFDRHV4	RESP046	(44.393191174, -89.816370742)
2012	WV	West Virginia	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	37	3.3	2.0	4.5	2398	%	Crude Prevalence			BRFSS	CLASS01	Topic30	54	EDUCA4	CAT5	_RFDRHV4	RESP046	(38.665510202, -80.712640135)
2012	OK	Oklahoma	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	83	4.3	3.2	5.4	2416	%	Crude Prevalence			BRFSS	CLASS01	Topic30	40	EDUCA4	CAT5	_RFDRHV4	RESP046	(35.472031356, -97.521070214)
2011	IA	Iowa	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	26	7.1	4.0	10.2	29	%	Crude Prevalence			BRFSS	CLASS01	Topic30	19	EDUCA1	CAT5	_RFDRHV4	RESP046	(42.469400913, -93.816490556)
2011	HI	Hawaii	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	170	8.7	6.9	10.6	31	%	Crude Prevalence			BRFSS	CLASS01	Topic30	15	EDUCA2	CAT5	_RFDRHV4	RESP046	(21.304850435, -157.857749403)
2011	VA	Virginia	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	81	6.2	4.4	8.1	33	%	Crude Prevalence			BRFSS	CLASS01	Topic30	51	EDUCA3	CAT5	_RFDRHV4	RESP046	(37.542680674, -78.457890463)
2012	NC	North Carolina	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	46	4.4	2.9	5.8	2414	%	Crude Prevalence			BRFSS	CLASS01	Topic30	37	EDUCA1	CAT5	_RFDRHV4	RESP046	(35.466220975, -79.159250463)
2011	CA	California	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	464	6.1	5.4	6.8	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	6	EDUCA4	CAT5	_RFDRHV4	RESP046	(37.638640123, -120.999999538)
2012	PA	Pennsylvania	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	350	5.3	4.5	6.1	2414	%	Crude Prevalence			BRFSS	CLASS01	Topic30	42	EDUCA2	CAT5	_RFDRHV4	RESP046	(40.793730152, -77.860700294)
2012	WV	West Virginia	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	24	4.1	2.3	5.9	2395	%	Crude Prevalence			BRFSS	CLASS01	Topic30	54	EDUCA1	CAT5	_RFDRHV4	RESP046	(38.665510202, -80.712640135)
2011	MA	Massachusetts	Alcohol Consumption	Heavy Drinking	Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	616	8.1	7.1	9.0	35	%	Crude Prevalence			BRFSS	CLASS01	Topic30	25	EDUCA4	CAT5	_RFDRHV4	RESP046	(42.27687047, -72.082690675)
