Year	Locationabbr	Locationdesc	Class	Topic	Question	Response	Break_Out	Break_Out_Category	Sample_Size	Data_value	Confidence_limit_Low	Confidence_limit_High	Display_order	Data_value_unit	Data_value_type	Data_Value_Footnote_Symbol	Data_Value_Footnote	DataSource	ClassId	TopicId	LocationID	BreakoutID	BreakOutCategoryID	QuestionID	ResponseID	GeoLocation
2012	RI	Rhode Island	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	45	12.0	8.1	15.9	2349	%	Crude Prevalence			BRFSS	CLASS01	Topic07	44	EDUCA1	CAT5	_RFBING5	RESP046	(41.708280193, -71.522470314)
2011	MD	Maryland	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	292	16.8	14.4	19.2	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	24	EDUCA2	CAT5	_RFBING5	RESP046	(39.290580964, -76.609260111)
2012	SC	South Carolina	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	463	16.7	14.9	18.5	2371	%	Crude Prevalence			BRFSS	CLASS01	Topic07	45	EDUCA4	CAT5	_RFBING5	RESP046	(33.998821303, -81.045371207)
2011	OR	Oregon	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	27	16.3	9.6	23.0	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	41	EDUCA1	CAT5	_RFBING5	RESP046	(44.567449424, -120.155031326)
2011	DC	District of Columbia	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	468	30.2	27.2	33.1	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	11	EDUCA4	CAT5	_RFBING5	RESP046	(38.890371385, -77.031961127)
2013	SD	South Dakota	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	56	16.5	10.5	22.5	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	46	EDUCA1	CAT5	_RFBING5	RESP046	(44.353130053, -100.373530637)
2013	AR	Arkansas	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	125	11.5	9.2	13.8	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	5	EDUCA2	CAT5	_RFBING5	RESP046	(34.748650124, -92.274490743)
2013	CO	Colorado	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	489	19.0	17.2	20.7	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	8	EDUCA3	CAT5	_RFBING5	RESP046	(38.843840757, -106.133610921)
2013	TN	Tennessee	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	123	11.2	9.0	13.4	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	47	EDUCA4	CAT5	_RFBING5	RESP046	(35.68094058, -85.774490914)
2012	AR	Arkansas	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	109	10.4	8.2	12.6	2359	%	Crude Prevalence			BRFSS	CLASS01	Topic07	5	EDUCA4	CAT5	_RFBING5	RESP046	(34.748650124, -92.274490743)
2011	OR	Oregon	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	258	15.4	13.4	17.4	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	41	EDUCA4	CAT5	_RFBING5	RESP046	(44.567449424, -120.155031326)
2012	CT	Connecticut	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	524	18.0	16.3	19.7	2359	%	Crude Prevalence			BRFSS	CLASS01	Topic07	9	EDUCA4	CAT5	_RFBING5	RESP046	(41.56266102, -72.649840952)
2011	WY	Wyoming	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	266	17.5	14.9	20.1	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	56	EDUCA4	CAT5	_RFBING5	RESP046	(43.235541343, -108.109830353)
2011	AK	Alaska	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	173	19.8	16.4	23.2	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	2	EDUCA3	CAT5	_RFBING5	RESP046	(64.845079957001, -147.722059036)
2012	VT	Vermont	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	328	19.0	16.9	21.2	2345	%	Crude Prevalence			BRFSS	CLASS01	Topic07	50	EDUCA4	CAT5	_RFBING5	RESP046	(43.625381239, -72.517640791)
2012	RI	Rhode Island	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	179	17.1	14.2	20.0	2350	%	Crude Prevalence			BRFSS	CLASS01	Topic07	44	EDUCA2	CAT5	_RFBING5	RESP046	(41.708280193, -71.522470314)
2012	AK	Alaska	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	212	19.5	16.4	22.7	2356	%	Crude Prevalence			BRFSS	CLASS01	Topic07	2	EDUCA2	CAT5	_RFBING5	RESP046	(64.845079957001, -147.722059036)
2012	SD	South Dakota	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	394	21.5	18.9	24.1	2360	%	Crude Prevalence			BRFSS	CLASS01	Topic07	46	EDUCA4	CAT5	_RFBING5	RESP046	(44.353130053, -100.373530637)
2011	ID	Idaho	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	205	17.9	14.8	20.9	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	16	EDUCA3	CAT5	_RFBING5	RESP046	(43.682630005, -114.363730042)
2012	GA	Georgia	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	154	13.9	11.4	16.5	2364	%	Crude Prevalence			BRFSS	CLASS01	Topic07	13	EDUCA2	CAT5	_RFBING5	RESP046	(32.839681093, -83.627580346)
2013	AZ	Arizona	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	124	12.2	9.1	15.4	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	4	EDUCA3	CAT5	_RFBING5	RESP046	(34.86597028, -111.763811277)
2012	LA	Louisiana	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	269	17.9	15.5	20.4	2369	%	Crude Prevalence			BRFSS	CLASS01	Topic07	22	EDUCA4	CAT5	_RFBING5	RESP046	(31.312660644, -92.445680071)
2012	OK	Oklahoma	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	235	14.2	12.3	16.1	2370	%	Crude Prevalence			BRFSS	CLASS01	Topic07	40	EDUCA4	CAT5	_RFBING5	RESP046	(35.472031356, -97.521070214)
2013	NC	North Carolina	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	89	10.8	8.3	13.4	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	37	EDUCA1	CAT5	_RFBING5	RESP046	(35.466220975, -79.159250463)
2011	ID	Idaho	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	174	16.0	13.1	18.9	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	16	EDUCA4	CAT5	_RFBING5	RESP046	(43.682630005, -114.363730042)
2012	MT	Montana	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	436	20.1	18.1	22.1	2353	%	Crude Prevalence			BRFSS	CLASS01	Topic07	30	EDUCA4	CAT5	_RFBING5	RESP046	(47.066528972, -109.424420645)
2012	IN	Indiana	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	303	13.6	11.9	15.3	2363	%	Crude Prevalence			BRFSS	CLASS01	Topic07	18	EDUCA2	CAT5	_RFBING5	RESP046	(39.766910452, -86.149960194)
2013	GA	Georgia	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	341	15.9	14.0	17.8	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	13	EDUCA4	CAT5	_RFBING5	RESP046	(32.839681093, -83.627580346)
2012	NH	New Hampshire	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	240	16.7	14.2	19.2	2355	%	Crude Prevalence			BRFSS	CLASS01	Topic07	33	EDUCA2	CAT5	_RFBING5	RESP046	(43.655950113, -71.50036092)
2012	HI	Hawaii	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	407	21.5	18.8	24.2	2363	%	Crude Prevalence			BRFSS	CLASS01	Topic07	15	EDUCA2	CAT5	_RFBING5	RESP046	(21.304850435, -157.857749403)
2013	MS	Mississippi	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	163	11.0	8.9	13.0	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	28	EDUCA2	CAT5	_RFBING5	RESP046	(32.745510099, -89.538030825)
2012	GA	Georgia	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	201	15.4	13.0	17.7	2366	%	Crude Prevalence			BRFSS	CLASS01	Topic07	13	EDUCA4	CAT5	_RFBING5	RESP046	(32.839681093, -83.627580346)
2011	DC	District of Columbia	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	28	16.5	9.5	23.5	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	11	EDUCA1	CAT5	_RFBING5	RESP046	(38.890371385, -77.031961127)
2013	FL	Florida	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	281	17.1	13.4	20.8	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	12	EDUCA1	CAT5	_RFBING5	RESP046	(28.932040377, -81.928960539)
2011	TN	Tennessee	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	22				29	%	Crude Prevalence	*	Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.	BRFSS	CLASS01	Topic07	47	EDUCA1	CAT5	_RFBING5	RESP046	(35.68094058, -85.774490914)
2013	ND	North Dakota	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	415	23.9	21.2	26.6	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	38	EDUCA2	CAT5	_RFBING5	RESP046	(47.475319779, -100.118421049)
2011	KS	Kansas	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	116	14.7	11.9	17.5	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	20	EDUCA1	CAT5	_RFBING5	RESP046	(38.3477403, -98.200781227)
2012	CA	California	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	476	18.6	16.7	20.5	2370	%	Crude Prevalence			BRFSS	CLASS01	Topic07	6	EDUCA3	CAT5	_RFBING5	RESP046	(37.638640123, -120.999999538)
2011	MI	Michigan	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	512	20.3	18.1	22.4	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	26	EDUCA2	CAT5	_RFBING5	RESP046	(44.661319543001, -84.71439027)
2012	NV	Nevada	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	178	15.7	12.9	18.6	2361	%	Crude Prevalence			BRFSS	CLASS01	Topic07	32	EDUCA2	CAT5	_RFBING5	RESP046	(39.49324039, -117.071840564)
2013	IN	Indiana	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	84	13.0	9.8	16.1	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	18	EDUCA1	CAT5	_RFBING5	RESP046	(39.766910452, -86.149960194)
2013	OR	Oregon	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	227	16.2	13.9	18.4	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	41	EDUCA3	CAT5	_RFBING5	RESP046	(44.567449424, -120.155031326)
2013	CO	Colorado	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	769	18.9	17.5	20.2	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	8	EDUCA4	CAT5	_RFBING5	RESP046	(38.843840757, -106.133610921)
2011	KY	Kentucky	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	263	17.7	15.2	20.3	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	21	EDUCA4	CAT5	_RFBING5	RESP046	(37.645970271, -84.774971048)
2013	CT	Connecticut	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	50	15.8	10.8	20.8	29	%	Crude Prevalence			BRFSS	CLASS01	Topic07	9	EDUCA1	CAT5	_RFBING5	RESP046	(41.56266102, -72.649840952)
2013	NJ	New Jersey	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	418	15.9	14.0	17.8	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	34	EDUCA2	CAT5	_RFBING5	RESP046	(40.130570048, -74.273691288)
2013	MA	Massachusetts	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	418	18.7	16.4	21.0	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	25	EDUCA2	CAT5	_RFBING5	RESP046	(42.27687047, -72.082690675)
2013	MS	Mississippi	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	150	12.6	10.2	14.9	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	28	EDUCA3	CAT5	_RFBING5	RESP046	(32.745510099, -89.538030825)
2011	MO	Missouri	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	234	21.8	18.7	25.0	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	29	EDUCA3	CAT5	_RFBING5	RESP046	(38.635790776, -92.566300053)
2013	NC	North Carolina	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	194	12.4	10.4	14.3	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	37	EDUCA2	CAT5	_RFBING5	RESP046	(35.466220975, -79.159250463)
2012	DC	District of Columbia	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	358	29.5	25.9	33.2	2345	%	Crude Prevalence			BRFSS	CLASS01	Topic07	11	EDUCA4	CAT5	_RFBING5	RESP046	(38.890371385, -77.031961127)
2012	WY	Wyoming	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	202	17.4	14.3	20.5	2346	%	Crude Prevalence			BRFSS	CLASS01	Topic07	56	EDUCA2	CAT5	_RFBING5	RESP046	(43.235541343, -108.109830353)
2011	NC	North Carolina	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	421	17.8	15.8	19.8	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	37	EDUCA4	CAT5	_RFBING5	RESP046	(35.466220975, -79.159250463)
2011	MI	Michigan	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	468	20.2	18.1	22.3	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	26	EDUCA3	CAT5	_RFBING5	RESP046	(44.661319543001, -84.71439027)
2011	SD	South Dakota	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	421	26.5	22.9	30.1	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	46	EDUCA3	CAT5	_RFBING5	RESP046	(44.353130053, -100.373530637)
2011	IL	Illinois	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	330	21.9	19.2	24.6	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	17	EDUCA4	CAT5	_RFBING5	RESP046	(40.485010283, -88.997710178)
2012	TN	Tennessee	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	41	9.0	5.3	12.6	2355	%	Crude Prevalence			BRFSS	CLASS01	Topic07	47	EDUCA1	CAT5	_RFBING5	RESP046	(35.68094058, -85.774490914)
2012	WI	Wisconsin	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Less than H.S.	Education Attained	38	11.9	6.4	17.4	2351	%	Crude Prevalence			BRFSS	CLASS01	Topic07	55	EDUCA1	CAT5	_RFBING5	RESP046	(44.393191174, -89.816370742)
2013	SC	South Carolina	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	406	16.2	14.5	18.0	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	45	EDUCA4	CAT5	_RFBING5	RESP046	(33.998821303, -81.045371207)
2011	MT	Montana	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	461	18.3	16.3	20.3	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	30	EDUCA4	CAT5	_RFBING5	RESP046	(47.066528972, -109.424420645)
2011	NJ	New Jersey	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	498	20.7	18.5	23.0	33	%	Crude Prevalence			BRFSS	CLASS01	Topic07	34	EDUCA3	CAT5	_RFBING5	RESP046	(40.130570048, -74.273691288)
2011	WA	Washington	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	653	16.5	14.8	18.2	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	53	EDUCA4	CAT5	_RFBING5	RESP046	(47.522278629, -120.47001079)
2011	LA	Louisiana	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	374	16.4	14.2	18.6	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	22	EDUCA2	CAT5	_RFBING5	RESP046	(31.312660644, -92.445680071)
2012	MN	Minnesota	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	802	20.6	19.2	22.1	2366	%	Crude Prevalence			BRFSS	CLASS01	Topic07	27	EDUCA4	CAT5	_RFBING5	RESP046	(46.355648736, -94.794200503)
2012	MS	Mississippi	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	130	11.1	8.9	13.3	2360	%	Crude Prevalence			BRFSS	CLASS01	Topic07	28	EDUCA4	CAT5	_RFBING5	RESP046	(32.745510099, -89.538030825)
2011	ID	Idaho	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	189	15.1	12.1	18.0	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	16	EDUCA2	CAT5	_RFBING5	RESP046	(43.682630005, -114.363730042)
2012	MT	Montana	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	458	21.9	19.6	24.1	2351	%	Crude Prevalence			BRFSS	CLASS01	Topic07	30	EDUCA2	CAT5	_RFBING5	RESP046	(47.066528972, -109.424420645)
2013	DE	Delaware	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	College graduate	Education Attained	229	15.5	13.3	17.8	35	%	Crude Prevalence			BRFSS	CLASS01	Topic07	10	EDUCA4	CAT5	_RFBING5	RESP046	(39.008830667, -75.577741168)
2011	CA	California	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	388	19.4	17.2	21.6	31	%	Crude Prevalence			BRFSS	CLASS01	Topic07	6	EDUCA2	CAT5	_RFBING5	RESP046	(37.638640123, -120.999999538)
2012	WA	Washington	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	598	17.5	16.0	19.1	2367	%	Crude Prevalence			BRFSS	CLASS01	Topic07	53	EDUCA3	CAT5	_RFBING5	RESP046	(47.522278629, -120.47001079)
2012	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	77	24.7	18.7	30.7	2333	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA3	CAT5	_RFBING5	RESP046	(13.444304, 144.793731)
2012	PR	Puerto Rico	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	Some post-H.S.	Education Attained	218	17.3	15.1	19.6	2157	%	Crude Prevalence			BRFSS	CLASS01	Topic07	72	EDUCA3	CAT5	_RFBING5	RESP046	(18.220833, -66.590149)
2012	GU	Guam	Alcohol Consumption	Binge Drinking	Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)	Yes	H.S. or G.E.D.	Education Attained	140	21.1	17.2	25.0	2332	%	Crude Prevalence			BRFSS	CLASS01	Topic07	66	EDUCA2	CAT5	_RFBING5	RESP046	(13.444304, 144.793731)
