"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2017"	"2017"	67	1475146	4.5
	"Female"	"F"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	56	1494278	3.7
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"1999"	"1999"	48	1420696	3.4
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2000"	"2000"	48	1442018	3.3
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2001"	"2001"	50	1475496	3.4
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2002"	"2002"	49	1487168	3.3
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2003"	"2003"	47	1498869	3.1
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2004"	"2004"	37	1510161	2.5
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2005"	"2005"	41	1506129	2.7
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2006"	"2006"	32	1494626	2.1
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2007"	"2007"	41	1471651	2.8
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2008"	"2008"	38	1446445	2.6
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2009"	"2009"	36	1414333	2.5
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2010"	"2010"	48	1404513	3.4
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2011"	"2011"	49	1410151	3.5
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2012"	"2012"	63	1415866	4.4
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2013"	"2013"	54	1412452	3.8
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2014"	"2014"	47	1406532	3.3
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2015"	"2015"	34	1386639	2.5
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2016"	"2016"	48	1352538	3.5
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2017"	"2017"	57	1351467	4.2
	"Female"	"F"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	61	1354893	4.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"1999"	"1999"	30	1192724	2.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2000"	"2000"	27	1225916	2.2
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2001"	"2001"	43	1272430	3.4
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2002"	"2002"	20	1321076	1.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2003"	"2003"	32	1363748	2.3
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2004"	"2004"	39	1398644	2.8
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2005"	"2005"	37	1436071	2.6
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2006"	"2006"	30	1461455	2.1
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2007"	"2007"	40	1473530	2.7
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2008"	"2008"	31	1485776	2.1
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2009"	"2009"	49	1496992	3.3
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2010"	"2010"	36	1493767	2.4
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2011"	"2011"	36	1475059	2.4
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2012"	"2012"	45	1453232	3.1
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2013"	"2013"	52	1428396	3.6
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2014"	"2014"	42	1402364	3.0
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2015"	"2015"	46	1396052	3.3
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2016"	"2016"	39	1403832	2.8
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2017"	"2017"	50	1413393	3.5
	"Female"	"F"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"2018"	"2018"	51	1406949	3.6
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"1999"	"1999"	13	930401	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2000"	"2000"	29	980443	3.0
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2001"	"2001"	29	1066260	2.7
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2002"	"2002"	33	1105949	3.0
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2003"	"2003"	35	1144404	3.1
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2004"	"2004"	26	1185311	2.2
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2005"	"2005"	34	1223782	2.8
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2006"	"2006"	29	1264163	2.3
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2007"	"2007"	35	1315461	2.7
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2008"	"2008"	25	1361382	1.8
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2009"	"2009"	42	1399562	3.0
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2010"	"2010"	37	1431800	2.6
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2011"	"2011"	29	1454259	2.0
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2012"	"2012"	41	1460480	2.8
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2013"	"2013"	31	1467990	2.1
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2014"	"2014"	45	1473543	3.1
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2015"	"2015"	43	1467603	2.9
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2016"	"2016"	33	1451167	2.3
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2017"	"2017"	31	1432173	2.2
	"Female"	"F"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"2018"	"2018"	38	1404709	2.7
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"1999"	"1999"	13	703574	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2000"	"2000"	11	721707	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2001"	"2001"	16	749059	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2002"	"2002"	11	799225	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2003"	"2003"	19	846733	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2004"	"2004"	13	906422	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2005"	"2005"	20	976118	2.0
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2006"	"2006"	14	1046312	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2007"	"2007"	20	1085461	1.8
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2008"	"2008"	17	1123799	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2009"	"2009"	24	1164471	2.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2010"	"2010"	26	1194067	2.2
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2011"	"2011"	28	1242711	2.3
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2012"	"2012"	32	1292069	2.5
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2013"	"2013"	41	1330735	3.1
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2014"	"2014"	35	1364351	2.6
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2015"	"2015"	28	1395987	2.0
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2016"	"2016"	31	1412482	2.2
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2017"	"2017"	41	1421202	2.9
	"Female"	"F"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"2018"	"2018"	40	1426347	2.8
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"1999"	"1999"	8	585855	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2000"	"2000"	10	596149	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2001"	"2001"	8	610941	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2002"	"2002"	17	629297	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2003"	"2003"	11	653908	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2004"	"2004"	11	678186	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2005"	"2005"	14	698748	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2006"	"2006"	13	720394	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2007"	"2007"	12	768767	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2008"	"2008"	6	815179	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2009"	"2009"	9	873483	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2010"	"2010"	10	927423	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2011"	"2011"	12	1006503	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2012"	"2012"	10	1040236	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2013"	"2013"	18	1075039	Unreliable
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2014"	"2014"	21	1114807	1.9
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2015"	"2015"	22	1153658	1.9
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2016"	"2016"	25	1190046	2.1
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2017"	"2017"	28	1239642	2.3
	"Female"	"F"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"2018"	"2018"	38	1272746	3.0
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"1999"	"1999"	298	6213778	4.8
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2000"	"2000"	285	6046122	4.7
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2001"	"2001"	276	5726230	4.8
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2002"	"2002"	344	5617832	6.1
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2003"	"2003"	284	5616483	5.1
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2004"	"2004"	277	5693279	4.9
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2005"	"2005"	295	5809404	5.1
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2006"	"2006"	366	5981543	6.1
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2007"	"2007"	345	6091079	5.7
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2008"	"2008"	362	6167902	5.9
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2009"	"2009"	363	6189856	5.9
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2010"	"2010"	410	6173965	6.6
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2011"	"2011"	425	6197345	6.9
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2012"	"2012"	450	6194866	7.3
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2013"	"2013"	465	6208491	7.5
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2014"	"2014"	479	6264882	7.6
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2015"	"2015"	479	6331715	7.6
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2016"	"2016"	493	6399370	7.7
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2017"	"2017"	534	6424521	8.3
	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	547	6398908	8.5
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"1999"	"1999"	424	6834676	6.2
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2000"	"2000"	384	6731412	5.7
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2001"	"2001"	405	6683770	6.1
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2002"	"2002"	400	6581643	6.1
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2003"	"2003"	428	6425488	6.7
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2004"	"2004"	406	6211982	6.5
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2005"	"2005"	418	5970540	7.0
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2006"	"2006"	363	5721361	6.3
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2007"	"2007"	404	5621514	7.2
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2008"	"2008"	413	5629864	7.3
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2009"	"2009"	402	5713926	7.0
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2010"	"2010"	445	5798092	7.7
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2011"	"2011"	514	5956676	8.6
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2012"	"2012"	502	6059124	8.3
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2013"	"2013"	531	6149466	8.6
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2014"	"2014"	546	6195268	8.8
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2015"	"2015"	591	6219254	9.5
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2016"	"2016"	588	6233319	9.4
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2017"	"2017"	625	6220020	10.0
	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	592	6227598	9.5
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"1999"	"1999"	601	8065587	7.5
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2000"	"2000"	561	7922913	7.1
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2001"	"2001"	575	7605475	7.6
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2002"	"2002"	557	7331110	7.6
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2003"	"2003"	518	7053358	7.3
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2004"	"2004"	540	6821388	7.9
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2005"	"2005"	522	6706426	7.8
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2006"	"2006"	599	6677963	9.0
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2007"	"2007"	541	6582209	8.2
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2008"	"2008"	569	6433106	8.8
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2009"	"2009"	559	6225356	9.0
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2010"	"2010"	567	6048449	9.4
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2011"	"2011"	555	5749992	9.7
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2012"	"2012"	574	5665167	10.1
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2013"	"2013"	563	5673580	9.9
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2014"	"2014"	605	5731690	10.6
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2015"	"2015"	660	5833729	11.3
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2016"	"2016"	690	5961787	11.6
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2017"	"2017"	646	6056650	10.7
	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	693	6141169	11.3
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"1999"	"1999"	658	8133518	8.1
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2000"	"2000"	692	8166125	8.5
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2001"	"2001"	700	8220183	8.5
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2002"	"2002"	776	8166129	9.5
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2003"	"2003"	749	8080271	9.3
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2004"	"2004"	809	7996027	10.1
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2005"	"2005"	748	7823510	9.6
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2006"	"2006"	730	7551583	9.7
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2007"	"2007"	785	7278629	10.8
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2008"	"2008"	787	7003322	11.2
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2009"	"2009"	740	6772049	10.9
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2010"	"2010"	692	6669786	10.4
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2011"	"2011"	742	6638515	11.2
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2012"	"2012"	716	6544669	10.9
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2013"	"2013"	722	6398972	11.3
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2014"	"2014"	772	6195322	12.5
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2015"	"2015"	775	5972413	13.0
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2016"	"2016"	728	5734030	12.7
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2017"	"2017"	733	5643966	13.0
	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	694	5645389	12.3
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"1999"	"1999"	592	7455738	7.9
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2000"	"2000"	603	7573110	8.0
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2001"	"2001"	682	7733075	8.8
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2002"	"2002"	788	7879024	10.0
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2003"	"2003"	773	7989220	9.7
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2004"	"2004"	887	8044996	11.0
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2005"	"2005"	842	8092109	10.4
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2006"	"2006"	863	8136683	10.6
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2007"	"2007"	896	8084577	11.1
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2008"	"2008"	945	8001922	11.8
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2009"	"2009"	895	7920775	11.3
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2010"	"2010"	878	7796240	11.3
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2011"	"2011"	953	7463157	12.8
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2012"	"2012"	948	7198963	13.2
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2013"	"2013"	925	6926729	13.4
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2014"	"2014"	926	6707094	13.8
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2015"	"2015"	894	6607066	13.5
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2016"	"2016"	882	6587079	13.4
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2017"	"2017"	930	6488048	14.3
	"Female"	"F"	"White"	"2106-3"	"45-49 years"	"45-49"	"2018"	"2018"	832	6336597	13.1
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"1999"	"1999"	507	6656729	7.6
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2000"	"2000"	544	6873199	7.9
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2001"	"2001"	594	7248518	8.2
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2002"	"2002"	563	7178574	7.8
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2003"	"2003"	644	7261641	8.9
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2004"	"2004"	749	7390853	10.1
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2005"	"2005"	710	7540599	9.4
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2006"	"2006"	802	7666481	10.5
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2007"	"2007"	851	7817829	10.9
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2008"	"2008"	885	7935231	11.2
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2009"	"2009"	989	7998446	12.4
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2010"	"2010"	953	8042859	11.8
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2011"	"2011"	1029	8071899	12.7
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2012"	"2012"	1064	8009019	13.3
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2013"	"2013"	1038	7916921	13.1
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2014"	"2014"	1133	7815134	14.5
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2015"	"2015"	1124	7634993	14.7
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2016"	"2016"	1094	7355389	14.9
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2017"	"2017"	1000	7089801	14.1
	"Female"	"F"	"White"	"2106-3"	"50-54 years"	"50-54"	"2018"	"2018"	1022	6817142	15.0
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"1999"	"1999"	360	5304072	6.8
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2000"	"2000"	371	5440411	6.8
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2001"	"2001"	412	5594924	7.4
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2002"	"2002"	441	6061053	7.3
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2003"	"2003"	497	6276773	7.9
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2004"	"2004"	513	6543979	7.8
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2005"	"2005"	535	6839972	7.8
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2006"	"2006"	634	7153684	8.9
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2007"	"2007"	691	7090471	9.7
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2008"	"2008"	689	7178391	9.6
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2009"	"2009"	756	7311741	10.3
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2010"	"2010"	821	7424695	11.1
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2011"	"2011"	799	7580924	10.5
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2012"	"2012"	877	7714989	11.4
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2013"	"2013"	954	7810125	12.2
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2014"	"2014"	992	7844960	12.6
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2015"	"2015"	1082	7872823	13.7
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2016"	"2016"	1024	7895816	13.0
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2017"	"2017"	986	7825343	12.6
	"Female"	"F"	"White"	"2106-3"	"55-59 years"	"55-59"	"2018"	"2018"	1052	7726628	13.6
	"Female"	"F"	"White"	"2106-3"	"60-64 years "	"60-64"	"1999"	"1999"	219	4417711	5.0
	"Female"	"F"	"White"	"2106-3"	"60-64 years "	"60-64"	"2000"	"2000"	257	4438847	5.8
