"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1974"	"1974"	557	162000	343.8
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1975"	"1975"	562	177000	317.5
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1976"	"1976"	589	190000	310.0
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1977"	"1977"	639	203000	314.8
	"Female"	"F"	"Other Race"	"2131-1"	"45-54 years"	"45-54"	"1978"	"1978"	693	214000	323.8
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1968"	"1968"	565	62000	911.3
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1969"	"1969"	559	66000	847.0
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1970"	"1970"	568	75795	749.4
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1971"	"1971"	604	74000	816.2
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1972"	"1972"	698	78000	894.9
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1973"	"1973"	691	83000	832.5
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1974"	"1974"	697	89000	783.1
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1975"	"1975"	690	100000	690.0
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1976"	"1976"	754	110000	685.5
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1977"	"1977"	780	122000	639.3
	"Female"	"F"	"Other Race"	"2131-1"	"55-64 years"	"55-64"	"1978"	"1978"	843	134000	629.1
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1968"	"1968"	757	41000	1846.3
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1969"	"1969"	747	44000	1697.7
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1970"	"1970"	792	50880	1556.6
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1971"	"1971"	852	48000	1775.0
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1972"	"1972"	864	52000	1661.5
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1973"	"1973"	831	54000	1538.9
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1974"	"1974"	842	58000	1451.7
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1975"	"1975"	878	61000	1439.3
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1976"	"1976"	867	65000	1333.8
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1977"	"1977"	913	71000	1285.9
	"Female"	"F"	"Other Race"	"2131-1"	"65-74 years"	"65-74"	"1978"	"1978"	1079	75000	1438.7
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1968"	"1968"	757	18000	4205.6
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1969"	"1969"	684	19000	3600.0
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1970"	"1970"	833	23782	3502.6
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1971"	"1971"	893	21000	4252.4
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1972"	"1972"	882	22000	4009.1
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1973"	"1973"	967	22000	4395.5
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1974"	"1974"	972	23000	4226.1
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1975"	"1975"	982	26000	3776.9
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1976"	"1976"	1024	27000	3792.6
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1977"	"1977"	1099	29000	3789.7
	"Female"	"F"	"Other Race"	"2131-1"	"75-84 years"	"75-84"	"1978"	"1978"	1178	32000	3681.2
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1968"	"1968"	443	5000	8860.0
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1969"	"1969"	443	5000	8860.0
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1970"	"1970"	451	7281	6194.2
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1971"	"1971"	538	6000	8966.7
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1972"	"1972"	546	6000	9100.0
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1973"	"1973"	598	7000	8542.9
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1974"	"1974"	573	7000	8185.7
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1975"	"1975"	632	9000	7022.2
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1976"	"1976"	688	9000	7644.4
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1977"	"1977"	697	10000	6970.0
	"Female"	"F"	"Other Race"	"2131-1"	"85+ years"	"85+"	"1978"	"1978"	820	11000	7454.5
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1968"	"1968"	23167	1421634	1629.6
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1969"	"1969"	22950	1462384	1569.4
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1970"	"1970"	23151	1510276	1532.9
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1971"	"1971"	20888	1429588	1461.1
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1972"	"1972"	18038	1300911	1386.6
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1973"	"1973"	16825	1250159	1345.8
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1974"	"1974"	16040	1261770	1271.2
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1975"	"1975"	15254	1251798	1218.6
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1976"	"1976"	14615	1260920	1159.1
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1977"	"1977"	13970	1321903	1056.8
	"Female"	"F"	"White"	"2106-3"	"< 1 year"	"1"	"1978"	"1978"	13789	1318535	1045.8
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1968"	"1968"	4221	5999000	70.4
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1969"	"1969"	4078	5742000	71.0
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1970"	"1970"	3714	5614968	66.1
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1971"	"1971"	3705	5613000	66.0
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1972"	"1972"	3588	5657000	63.4
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1973"	"1973"	3481	5607000	62.1
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1974"	"1974"	3156	5458000	57.8
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1975"	"1975"	2948	5243000	56.2
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1976"	"1976"	2762	5040000	54.8
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1977"	"1977"	2657	4944000	53.7
	"Female"	"F"	"White"	"2106-3"	"1-4 years"	"1-4"	"1978"	"1978"	2594	4990000	52.0
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1968"	"1968"	2913	8498000	34.3
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1969"	"1969"	2829	8407000	33.7
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1970"	"1970"	2646	8264333	32.0
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1971"	"1971"	2645	8014000	33.0
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1972"	"1972"	2566	7768000	33.0
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1973"	"1973"	2425	7513000	32.3
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1974"	"1974"	2056	7301000	28.2
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1975"	"1975"	1946	7195000	27.0
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1976"	"1976"	1899	7209000	26.3
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1977"	"1977"	1781	7122000	25.0
	"Female"	"F"	"White"	"2106-3"	"5-9 years"	"5-9"	"1978"	"1978"	1795	6999000	25.6
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1968"	"1968"	2412	8518000	28.3
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1969"	"1969"	2519	8615000	29.2
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1970"	"1970"	2410	8647392	27.9
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1971"	"1971"	2485	8773000	28.3
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1972"	"1972"	2508	8758000	28.6
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1973"	"1973"	2425	8705000	27.9
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1974"	"1974"	2335	8631000	27.1
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1975"	"1975"	2053	8493000	24.2
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1976"	"1976"	1963	8228000	23.9
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1977"	"1977"	1962	7964000	24.6
	"Female"	"F"	"White"	"2106-3"	"10-14 years"	"10-14"	"1978"	"1978"	1797	7700000	23.3
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1968"	"1968"	4431	7767000	57.0
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1969"	"1969"	4615	7936000	58.2
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1970"	"1970"	4672	8079090	57.8
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1971"	"1971"	4785	8330000	57.4
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1972"	"1972"	4940	8516000	58.0
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1973"	"1973"	4987	8668000	57.5
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1974"	"1974"	4686	8774000	53.4
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1975"	"1975"	4593	8847000	51.9
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1976"	"1976"	4641	8926000	52.0
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1977"	"1977"	4847	8903000	54.4
	"Female"	"F"	"White"	"2106-3"	"15-19 years"	"15-19"	"1978"	"1978"	4813	8853000	54.4
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1968"	"1968"	4417	6867000	64.3
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1969"	"1969"	4690	7144000	65.6
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1970"	"1970"	4826	7341007	65.7
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1971"	"1971"	4920	7827000	62.9
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1972"	"1972"	4970	7772000	63.9
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1973"	"1973"	4888	7898000	61.9
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1974"	"1974"	4697	8063000	58.3
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1975"	"1975"	4871	8266000	58.9
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1976"	"1976"	4729	8437000	56.1
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1977"	"1977"	5018	8625000	58.2
	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	"1978"	"1978"	5249	8791000	59.7
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1968"	"1968"	8732	10543000	82.8
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1969"	"1969"	9109	10847000	84.0
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1970"	"1970"	9259	11004490	84.1
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1971"	"1971"	9399	11369000	82.7
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1972"	"1972"	9722	12096000	80.4
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1973"	"1973"	9929	12650000	78.5
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1974"	"1974"	9821	13181000	74.5
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1975"	"1975"	9866	13681000	72.1
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1976"	"1976"	9787	14202000	68.9
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1977"	"1977"	9962	14695000	67.8
	"Female"	"F"	"White"	"2106-3"	"25-34 years"	"25-34"	"1978"	"1978"	10166	15056000	67.5
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1968"	"1968"	21044	10651000	197.6
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1969"	"1969"	20780	10471000	198.5
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1970"	"1970"	20004	10348829	193.3
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1971"	"1971"	19431	10232000	189.9
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1972"	"1972"	19014	10148000	187.4
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1973"	"1973"	18414	10099000	182.3
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1974"	"1974"	17422	10082000	172.8
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1975"	"1975"	16638	10063000	165.3
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1976"	"1976"	15859	10156000	156.2
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1977"	"1977"	15800	10343000	152.8
	"Female"	"F"	"White"	"2106-3"	"35-44 years"	"35-44"	"1978"	"1978"	15742	10728000	146.7
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1968"	"1968"	49561	10533000	470.5
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1969"	"1969"	48753	10679000	456.5
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1970"	"1970"	49793	10756325	462.9
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1971"	"1971"	49009	10885000	450.2
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1972"	"1972"	48600	10947000	444.0
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1973"	"1973"	48263	10983000	439.4
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1974"	"1974"	46673	10960000	425.8
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1975"	"1975"	45172	10910000	414.0
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1976"	"1976"	43822	10818000	405.1
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1977"	"1977"	42276	10666000	396.4
	"Female"	"F"	"White"	"2106-3"	"45-54 years"	"45-54"	"1978"	"1978"	41392	10538000	392.8
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1968"	"1968"	88557	8610000	1028.5
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1969"	"1969"	87866	8761000	1002.9
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1970"	"1970"	89850	8853048	1014.9
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1971"	"1971"	90441	9051000	999.2
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1972"	"1972"	91250	9177000	994.3
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1973"	"1973"	91967	9286000	990.4
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1974"	"1974"	90509	9421000	960.7
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1975"	"1975"	88851	9568000	928.6
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1976"	"1976"	89844	9730000	923.4
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1977"	"1977"	89101	9911000	899.0
	"Female"	"F"	"White"	"2106-3"	"55-64 years"	"55-64"	"1978"	"1978"	89555	10062000	890.0
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1968"	"1968"	159097	6208000	2562.8
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1969"	"1969"	157438	6289000	2503.4
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1970"	"1970"	157278	6365611	2470.7
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1971"	"1971"	155010	6505000	2382.9
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1972"	"1972"	160066	6641000	2410.3
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1973"	"1973"	157847	6816000	2315.8
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1974"	"1974"	156658	6987000	2242.1
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1975"	"1975"	153303	7157000	2142.0
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1976"	"1976"	153740	7311000	2102.9
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1977"	"1977"	154453	7508000	2057.2
	"Female"	"F"	"White"	"2106-3"	"65-74 years"	"65-74"	"1978"	"1978"	157403	7681000	2049.3
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1968"	"1968"	230180	3290000	6996.4
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1969"	"1969"	230098	3385000	6797.6
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1970"	"1970"	229712	3429201	6698.7
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1971"	"1971"	233363	3599000	6484.1
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1972"	"1972"	240490	3704000	6492.7
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1973"	"1973"	242554	3785000	6408.3
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1974"	"1974"	237091	3864000	6135.9
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1975"	"1975"	229679	3970000	5785.4
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1976"	"1976"	232381	4079000	5697.0
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1977"	"1977"	228083	4160000	5482.8
	"Female"	"F"	"White"	"2106-3"	"75-84 years"	"75-84"	"1978"	"1978"	231828	4256000	5447.1
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1968"	"1968"	139490	739000	18875.5
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1969"	"1969"	142338	783000	18178.5
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1970"	"1970"	142201	889855	15980.2
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1971"	"1971"	151159	904000	16721.1
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1972"	"1972"	158078	944000	16745.6
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1973"	"1973"	166357	989000	16820.7
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1974"	"1974"	169387	1056000	16040.4
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1975"	"1975"	167262	1134000	14749.7
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1976"	"1976"	180251	1192000	15121.7
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1977"	"1977"	181393	1261000	14384.9
	"Female"	"F"	"White"	"2106-3"	"85+ years"	"85+"	"1978"	"1978"	193305	1333000	14501.5
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1968"	"1968"	10640	265110	4013.4
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1969"	"1969"	10522	270036	3896.5
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1970"	"1970"	10511	285290	3684.3
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1971"	"1971"	9535	280852	3395.0
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1972"	"1972"	8710	263249	3308.7
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1973"	"1973"	8043	253730	3169.9
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1974"	"1974"	7572	250570	3021.9
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1975"	"1975"	7353	251947	2918.5
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1976"	"1976"	7255	252538	2872.8
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1977"	"1977"	7141	266831	2676.2
	"Male"	"M"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1978"	"1978"	7099	270018	2629.1
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1968"	"1968"	1752	1048000	167.2
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1969"	"1969"	1627	1014000	160.5
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1970"	"1970"	1467	975063	150.5
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1971"	"1971"	1398	972000	143.8
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1972"	"1972"	1326	991000	133.8
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1973"	"1973"	1413	999000	141.4
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1974"	"1974"	1217	992000	122.7
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1975"	"1975"	1121	973000	115.2
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1976"	"1976"	1071	943000	113.6
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1977"	"1977"	1064	927000	114.8
	"Male"	"M"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1978"	"1978"	1065	934000	114.0
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1968"	"1968"	1009	1389000	72.6
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1969"	"1969"	984	1389000	70.8
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1970"	"1970"	897	1377355	65.1
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1971"	"1971"	949	1363000	69.6
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1972"	"1972"	782	1336000	58.5
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1973"	"1973"	899	1306000	68.8
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1974"	"1974"	795	1282000	62.0
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1975"	"1975"	727	1269000	57.3
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1976"	"1976"	725	1279000	56.7
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1977"	"1977"	685	1284000	53.3
	"Male"	"M"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"1978"	"1978"	689	1286000	53.6
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1968"	"1968"	1033	1355000	76.2
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1969"	"1969"	1020	1389000	73.4
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1970"	"1970"	971	1406715	69.0
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1971"	"1971"	956	1437000	66.5
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1972"	"1972"	888	1449000	61.3
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1973"	"1973"	1034	1460000	70.8
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1974"	"1974"	855	1465000	58.4
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1975"	"1975"	833	1464000	56.9
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1976"	"1976"	730	1447000	50.4
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1977"	"1977"	786	1418000	55.4
	"Male"	"M"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"1978"	"1978"	751	1387000	54.1
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1968"	"1968"	2432	1114000	218.3
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1969"	"1969"	2740	1158000	236.6
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1970"	"1970"	2775	1201605	230.9
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1971"	"1971"	2771	1259000	220.1
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1972"	"1972"	2772	1312000	211.3
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1973"	"1973"	2574	1354000	190.1
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1974"	"1974"	2509	1395000	179.9
	"Male"	"M"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"1975"	"1975"	2350	1427000	164.7
