"Notes"	"Gender"	"Gender Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Female"	"F"	"Kansas"	"20"	"2003"	"2003"	76	1093287	7.0	7.1
	"Female"	"F"	"Kansas"	"20"	"2004"	"2004"	78	1099004	7.1	7.2
	"Female"	"F"	"Kansas"	"20"	"2005"	"2005"	62	1105393	5.6	5.9
	"Female"	"F"	"Kansas"	"20"	"2006"	"2006"	69	1110803	6.2	6.3
	"Female"	"F"	"Kansas"	"20"	"2007"	"2007"	69	1119565	6.2	6.3
	"Female"	"F"	"Kansas"	"20"	"2008"	"2008"	51	1126224	4.5	4.6
	"Female"	"F"	"Kansas"	"20"	"2009"	"2009"	68	1134588	6.0	5.8
	"Female"	"F"	"Kansas"	"20"	"2010"	"2010"	81	1141352	7.1	7.2
	"Female"	"F"	"Kansas"	"20"	"2011"	"2011"	79	1149898	6.9	7.1
	"Female"	"F"	"Kansas"	"20"	"2012"	"2012"	90	1154182	7.8	8.2
	"Female"	"F"	"Kansas"	"20"	"2013"	"2013"	79	1156516	6.8	6.9
	"Female"	"F"	"Kansas"	"20"	"2014"	"2014"	96	1162096	8.3	8.2
	"Female"	"F"	"Kansas"	"20"	"2015"	"2015"	101	1165688	8.7	8.8
	"Female"	"F"	"Kansas"	"20"	"2016"	"2016"	111	1168733	9.5	10.0
	"Female"	"F"	"Kansas"	"20"	"2017"	"2017"	118	1170904	10.1	10.5
	"Female"	"F"	"Kansas"	"20"	"2018"	"2018"	115	1173875	9.8	10.2
	"Female"	"F"	"Kentucky"	"21"	"1999"	"1999"	83	1655738	5.0	5.1
	"Female"	"F"	"Kentucky"	"21"	"2000"	"2000"	84	1665382	5.0	5.1
	"Female"	"F"	"Kentucky"	"21"	"2001"	"2001"	91	1675886	5.4	5.5
	"Female"	"F"	"Kentucky"	"21"	"2002"	"2002"	95	1685448	5.6	5.8
	"Female"	"F"	"Kentucky"	"21"	"2003"	"2003"	96	1698563	5.7	5.7
	"Female"	"F"	"Kentucky"	"21"	"2004"	"2004"	96	1708174	5.6	5.6
	"Female"	"F"	"Kentucky"	"21"	"2005"	"2005"	112	1724644	6.5	6.6
	"Female"	"F"	"Kentucky"	"21"	"2006"	"2006"	106	1742492	6.1	6.0
	"Female"	"F"	"Kentucky"	"21"	"2007"	"2007"	122	1755730	6.9	7.1
	"Female"	"F"	"Kentucky"	"21"	"2008"	"2008"	116	1771389	6.5	6.7
	"Female"	"F"	"Kentucky"	"21"	"2009"	"2009"	123	1779945	6.9	7.0
	"Female"	"F"	"Kentucky"	"21"	"2010"	"2010"	110	1789857	6.1	6.2
	"Female"	"F"	"Kentucky"	"21"	"2011"	"2011"	119	1804704	6.6	6.7
	"Female"	"F"	"Kentucky"	"21"	"2012"	"2012"	144	1808172	8.0	8.0
	"Female"	"F"	"Kentucky"	"21"	"2013"	"2013"	146	1819730	8.0	8.1
	"Female"	"F"	"Kentucky"	"21"	"2014"	"2014"	144	1829537	7.9	7.9
	"Female"	"F"	"Kentucky"	"21"	"2015"	"2015"	147	1836921	8.0	8.2
	"Female"	"F"	"Kentucky"	"21"	"2016"	"2016"	162	1841895	8.8	9.1
	"Female"	"F"	"Kentucky"	"21"	"2017"	"2017"	146	1850596	7.9	8.3
	"Female"	"F"	"Kentucky"	"21"	"2018"	"2018"	137	1858003	7.4	7.7
	"Female"	"F"	"Louisiana"	"22"	"1999"	"1999"	100	1810339	5.5	5.6
	"Female"	"F"	"Louisiana"	"22"	"2000"	"2000"	82	1816248	4.5	4.6
	"Female"	"F"	"Louisiana"	"22"	"2001"	"2001"	96	1824533	5.3	5.3
	"Female"	"F"	"Louisiana"	"22"	"2002"	"2002"	81	1835278	4.4	4.5
	"Female"	"F"	"Louisiana"	"22"	"2003"	"2003"	98	1848286	5.3	5.4
	"Female"	"F"	"Louisiana"	"22"	"2004"	"2004"	98	1861929	5.3	5.4
	"Female"	"F"	"Louisiana"	"22"	"2005"	"2005"	105	1875363	5.6	5.6
	"Female"	"F"	"Louisiana"	"22"	"2006"	"2006"	98	1771184	5.5	5.7
	"Female"	"F"	"Louisiana"	"22"	"2007"	"2007"	95	1798348	5.3	5.4
	"Female"	"F"	"Louisiana"	"22"	"2008"	"2008"	102	1822553	5.6	5.7
	"Female"	"F"	"Louisiana"	"22"	"2009"	"2009"	91	1844113	4.9	4.9
	"Female"	"F"	"Louisiana"	"22"	"2010"	"2010"	96	1860016	5.2	5.3
	"Female"	"F"	"Louisiana"	"22"	"2011"	"2011"	117	1879783	6.2	6.4
	"Female"	"F"	"Louisiana"	"22"	"2012"	"2012"	133	1892031	7.0	7.3
	"Female"	"F"	"Louisiana"	"22"	"2013"	"2013"	117	1905646	6.1	6.0
	"Female"	"F"	"Louisiana"	"22"	"2014"	"2014"	173	1919951	9.0	9.0
	"Female"	"F"	"Louisiana"	"22"	"2015"	"2015"	131	1931979	6.8	6.6
	"Female"	"F"	"Louisiana"	"22"	"2016"	"2016"	160	1937907	8.3	8.3
	"Female"	"F"	"Louisiana"	"22"	"2017"	"2017"	159	1941518	8.2	8.5
	"Female"	"F"	"Louisiana"	"22"	"2018"	"2018"	157	1935776	8.1	8.2
	"Female"	"F"	"Maine"	"23"	"1999"	"1999"	38	530137	7.2	7.2
	"Female"	"F"	"Maine"	"23"	"2000"	"2000"	20	534757	3.7	4.0
	"Female"	"F"	"Maine"	"23"	"2001"	"2001"	33	540919	6.1	6.1
	"Female"	"F"	"Maine"	"23"	"2002"	"2002"	33	546569	6.0	6.1
	"Female"	"F"	"Maine"	"23"	"2003"	"2003"	29	552007	5.3	5.2
	"Female"	"F"	"Maine"	"23"	"2004"	"2004"	34	556113	6.1	6.2
	"Female"	"F"	"Maine"	"23"	"2005"	"2005"	30	559849	5.4	5.3
	"Female"	"F"	"Maine"	"23"	"2006"	"2006"	32	563424	5.7	5.8
	"Female"	"F"	"Maine"	"23"	"2007"	"2007"	34	566022	6.0	6.0
	"Female"	"F"	"Maine"	"23"	"2008"	"2008"	35	568863	6.2	5.9
	"Female"	"F"	"Maine"	"23"	"2009"	"2009"	41	569305	7.2	7.2
	"Female"	"F"	"Maine"	"23"	"2010"	"2010"	35	569999	6.1	6.5
	"Female"	"F"	"Maine"	"23"	"2011"	"2011"	49	571523	8.6	8.7
	"Female"	"F"	"Maine"	"23"	"2012"	"2012"	40	573191	7.0	7.0
	"Female"	"F"	"Maine"	"23"	"2013"	"2013"	50	574255	8.7	8.6
	"Female"	"F"	"Maine"	"23"	"2014"	"2014"	45	576070	7.8	8.3
	"Female"	"F"	"Maine"	"23"	"2015"	"2015"	48	576628	8.3	7.3
	"Female"	"F"	"Maine"	"23"	"2016"	"2016"	54	577956	9.3	10.0
	"Female"	"F"	"Maine"	"23"	"2017"	"2017"	57	581036	9.8	9.2
	"Female"	"F"	"Maine"	"23"	"2018"	"2018"	51	583218	8.7	8.8
	"Female"	"F"	"Maryland"	"24"	"1999"	"1999"	72	2163504	3.3	3.3
	"Female"	"F"	"Maryland"	"24"	"2000"	"2000"	86	2183119	3.9	3.9
	"Female"	"F"	"Maryland"	"24"	"2001"	"2001"	88	2221489	4.0	3.9
	"Female"	"F"	"Maryland"	"24"	"2002"	"2002"	92	2254747	4.1	4.1
	"Female"	"F"	"Maryland"	"24"	"2003"	"2003"	101	2283462	4.4	4.4
	"Female"	"F"	"Maryland"	"24"	"2004"	"2004"	94	2310684	4.1	4.0
	"Female"	"F"	"Maryland"	"24"	"2005"	"2005"	91	2336550	3.9	3.8
	"Female"	"F"	"Maryland"	"24"	"2006"	"2006"	96	2357682	4.1	4.0
	"Female"	"F"	"Maryland"	"24"	"2007"	"2007"	111	2373924	4.7	4.7
	"Female"	"F"	"Maryland"	"24"	"2008"	"2008"	91	2391979	3.8	3.8
	"Female"	"F"	"Maryland"	"24"	"2009"	"2009"	107	2416299	4.4	4.4
	"Female"	"F"	"Maryland"	"24"	"2010"	"2010"	95	2437254	3.9	3.9
	"Female"	"F"	"Maryland"	"24"	"2011"	"2011"	101	2463219	4.1	3.9
	"Female"	"F"	"Maryland"	"24"	"2012"	"2012"	118	2489879	4.7	4.7
	"Female"	"F"	"Maryland"	"24"	"2013"	"2013"	122	2507674	4.9	4.8
	"Female"	"F"	"Maryland"	"24"	"2014"	"2014"	134	2530697	5.3	5.3
	"Female"	"F"	"Maryland"	"24"	"2015"	"2015"	114	2547353	4.5	4.5
	"Female"	"F"	"Maryland"	"24"	"2016"	"2016"	114	2554159	4.5	4.6
	"Female"	"F"	"Maryland"	"24"	"2017"	"2017"	139	2570323	5.4	5.3
	"Female"	"F"	"Maryland"	"24"	"2018"	"2018"	165	2568519	6.4	6.3
	"Female"	"F"	"Massachusetts"	"25"	"1999"	"1999"	102	2661446	3.8	3.9
	"Female"	"F"	"Massachusetts"	"25"	"2000"	"2000"	96	2676280	3.6	3.6
	"Female"	"F"	"Massachusetts"	"25"	"2001"	"2001"	88	2699038	3.3	3.3
	"Female"	"F"	"Massachusetts"	"25"	"2002"	"2002"	78	2709653	2.9	2.9
	"Female"	"F"	"Massachusetts"	"25"	"2003"	"2003"	101	2717685	3.7	3.7
	"Female"	"F"	"Massachusetts"	"25"	"2004"	"2004"	82	2720082	3.0	3.0
	"Female"	"F"	"Massachusetts"	"25"	"2005"	"2005"	119	2725270	4.4	4.3
	"Female"	"F"	"Massachusetts"	"25"	"2006"	"2006"	129	2735283	4.7	4.7
	"Female"	"F"	"Massachusetts"	"25"	"2007"	"2007"	111	2750468	4.0	4.0
	"Female"	"F"	"Massachusetts"	"25"	"2008"	"2008"	113	2771947	4.1	4.1
	"Female"	"F"	"Massachusetts"	"25"	"2009"	"2009"	105	2797908	3.8	3.8
	"Female"	"F"	"Massachusetts"	"25"	"2010"	"2010"	127	2814185	4.5	4.6
	"Female"	"F"	"Massachusetts"	"25"	"2011"	"2011"	143	2835362	5.0	5.1
	"Female"	"F"	"Massachusetts"	"25"	"2012"	"2012"	144	2863970	5.0	5.1
	"Female"	"F"	"Massachusetts"	"25"	"2013"	"2013"	145	2888477	5.0	5.1
	"Female"	"F"	"Massachusetts"	"25"	"2014"	"2014"	122	2916946	4.2	4.2
	"Female"	"F"	"Massachusetts"	"25"	"2015"	"2015"	165	2942056	5.6	5.6
	"Female"	"F"	"Massachusetts"	"25"	"2016"	"2016"	143	2954289	4.8	4.9
	"Female"	"F"	"Massachusetts"	"25"	"2017"	"2017"	161	2980418	5.4	5.6
	"Female"	"F"	"Massachusetts"	"25"	"2018"	"2018"	180	3003921	6.0	5.9
	"Female"	"F"	"Michigan"	"26"	"1999"	"1999"	181	3993972	4.5	4.6
	"Female"	"F"	"Michigan"	"26"	"2000"	"2000"	186	4010412	4.6	4.6
	"Female"	"F"	"Michigan"	"26"	"2001"	"2001"	198	4038234	4.9	4.9
	"Female"	"F"	"Michigan"	"26"	"2002"	"2002"	205	4055783	5.1	5.1
	"Female"	"F"	"Michigan"	"26"	"2003"	"2003"	201	4074546	4.9	5.0
	"Female"	"F"	"Michigan"	"26"	"2004"	"2004"	218	4090368	5.3	5.3
	"Female"	"F"	"Michigan"	"26"	"2005"	"2005"	230	4103916	5.6	5.7
	"Female"	"F"	"Michigan"	"26"	"2006"	"2006"	204	4113131	5.0	5.0
	"Female"	"F"	"Michigan"	"26"	"2007"	"2007"	222	4115080	5.4	5.4
	"Female"	"F"	"Michigan"	"26"	"2008"	"2008"	217	4107401	5.3	5.4
	"Female"	"F"	"Michigan"	"26"	"2009"	"2009"	238	4101615	5.8	5.9
	"Female"	"F"	"Michigan"	"26"	"2010"	"2010"	271	4102530	6.6	6.5
	"Female"	"F"	"Michigan"	"26"	"2011"	"2011"	231	4113715	5.6	5.8
	"Female"	"F"	"Michigan"	"26"	"2012"	"2012"	247	4126657	6.0	6.1
	"Female"	"F"	"Michigan"	"26"	"2013"	"2013"	272	4138222	6.6	6.8
	"Female"	"F"	"Michigan"	"26"	"2014"	"2014"	285	4152705	6.9	7.0
	"Female"	"F"	"Michigan"	"26"	"2015"	"2015"	297	4162657	7.1	7.4
	"Female"	"F"	"Michigan"	"26"	"2016"	"2016"	298	4168634	7.1	7.3
	"Female"	"F"	"Michigan"	"26"	"2017"	"2017"	301	4187077	7.2	7.4
	"Female"	"F"	"Michigan"	"26"	"2018"	"2018"	309	4205091	7.3	7.6
	"Female"	"F"	"Minnesota"	"27"	"1999"	"1999"	72	1947518	3.7	3.8
	"Female"	"F"	"Minnesota"	"27"	"2000"	"2000"	71	1967224	3.6	3.6
	"Female"	"F"	"Minnesota"	"27"	"2001"	"2001"	83	1996739	4.2	4.2
	"Female"	"F"	"Minnesota"	"27"	"2002"	"2002"	87	2015625	4.3	4.3
	"Female"	"F"	"Minnesota"	"27"	"2003"	"2003"	92	2033104	4.5	4.6
	"Female"	"F"	"Minnesota"	"27"	"2004"	"2004"	95	2050693	4.6	4.7
	"Female"	"F"	"Minnesota"	"27"	"2005"	"2005"	103	2068027	5.0	5.0
	"Female"	"F"	"Minnesota"	"27"	"2006"	"2006"	109	2088972	5.2	5.3
	"Female"	"F"	"Minnesota"	"27"	"2007"	"2007"	108	2108476	5.1	5.2
	"Female"	"F"	"Minnesota"	"27"	"2008"	"2008"	104	2125980	4.9	4.9
	"Female"	"F"	"Minnesota"	"27"	"2009"	"2009"	111	2141416	5.2	5.2
	"Female"	"F"	"Minnesota"	"27"	"2010"	"2010"	138	2151723	6.4	6.4
	"Female"	"F"	"Minnesota"	"27"	"2011"	"2011"	132	2171021	6.1	6.1
	"Female"	"F"	"Minnesota"	"27"	"2012"	"2012"	124	2187663	5.7	5.9
	"Female"	"F"	"Minnesota"	"27"	"2013"	"2013"	140	2205784	6.3	6.3
	"Female"	"F"	"Minnesota"	"27"	"2014"	"2014"	156	2222722	7.0	7.3
	"Female"	"F"	"Minnesota"	"27"	"2015"	"2015"	164	2236438	7.3	7.5
	"Female"	"F"	"Minnesota"	"27"	"2016"	"2016"	161	2247439	7.2	7.5
	"Female"	"F"	"Minnesota"	"27"	"2017"	"2017"	153	2270163	6.7	6.8
	"Female"	"F"	"Minnesota"	"27"	"2018"	"2018"	133	2284777	5.8	6.0
	"Female"	"F"	"Mississippi"	"28"	"1999"	"1999"	53	1151893	4.6	4.7
	"Female"	"F"	"Mississippi"	"28"	"2000"	"2000"	51	1157706	4.4	4.5
	"Female"	"F"	"Mississippi"	"28"	"2001"	"2001"	52	1162311	4.5	4.6
	"Female"	"F"	"Mississippi"	"28"	"2002"	"2002"	55	1165730	4.7	4.8
	"Female"	"F"	"Mississippi"	"28"	"2003"	"2003"	78	1170872	6.7	6.8
	"Female"	"F"	"Mississippi"	"28"	"2004"	"2004"	53	1181261	4.5	4.6
	"Female"	"F"	"Mississippi"	"28"	"2005"	"2005"	66	1190666	5.5	5.8
	"Female"	"F"	"Mississippi"	"28"	"2006"	"2006"	72	1191873	6.0	6.3
	"Female"	"F"	"Mississippi"	"28"	"2007"	"2007"	70	1201117	5.8	6.1
	"Female"	"F"	"Mississippi"	"28"	"2008"	"2008"	68	1210425	5.6	5.8
	"Female"	"F"	"Mississippi"	"28"	"2009"	"2009"	69	1215599	5.7	5.7
	"Female"	"F"	"Mississippi"	"28"	"2010"	"2010"	80	1220294	6.6	6.5
	"Female"	"F"	"Mississippi"	"28"	"2011"	"2011"	79	1227255	6.4	6.5
	"Female"	"F"	"Mississippi"	"28"	"2012"	"2012"	85	1232025	6.9	7.4
	"Female"	"F"	"Mississippi"	"28"	"2013"	"2013"	81	1236040	6.6	6.8
	"Female"	"F"	"Mississippi"	"28"	"2014"	"2014"	80	1241967	6.4	6.5
	"Female"	"F"	"Mississippi"	"28"	"2015"	"2015"	91	1245747	7.3	7.2
	"Female"	"F"	"Mississippi"	"28"	"2016"	"2016"	78	1247687	6.3	6.2
	"Female"	"F"	"Mississippi"	"28"	"2017"	"2017"	85	1248845	6.8	7.3
	"Female"	"F"	"Mississippi"	"28"	"2018"	"2018"	78	1251589	6.2	6.3
	"Female"	"F"	"Missouri"	"29"	"1999"	"1999"	135	2284166	5.9	6.1
	"Female"	"F"	"Missouri"	"29"	"2000"	"2000"	132	2298828	5.7	5.9
	"Female"	"F"	"Missouri"	"29"	"2001"	"2001"	126	2320826	5.4	5.4
	"Female"	"F"	"Missouri"	"29"	"2002"	"2002"	115	2336873	4.9	5.0
	"Female"	"F"	"Missouri"	"29"	"2003"	"2003"	141	2353915	6.0	6.1
	"Female"	"F"	"Missouri"	"29"	"2004"	"2004"	153	2370956	6.5	6.7
	"Female"	"F"	"Missouri"	"29"	"2005"	"2005"	135	2392231	5.6	5.8
	"Female"	"F"	"Missouri"	"29"	"2006"	"2006"	164	2415932	6.8	6.9
	"Female"	"F"	"Missouri"	"29"	"2007"	"2007"	161	2435136	6.6	6.7
	"Female"	"F"	"Missouri"	"29"	"2008"	"2008"	165	2451676	6.7	6.7
	"Female"	"F"	"Missouri"	"29"	"2009"	"2009"	176	2468060	7.1	7.4
	"Female"	"F"	"Missouri"	"29"	"2010"	"2010"	148	2480157	6.0	6.2
	"Female"	"F"	"Missouri"	"29"	"2011"	"2011"	201	2494521	8.1	8.3
	"Female"	"F"	"Missouri"	"29"	"2012"	"2012"	192	2501796	7.7	7.9
	"Female"	"F"	"Missouri"	"29"	"2013"	"2013"	187	2513122	7.4	7.9
	"Female"	"F"	"Missouri"	"29"	"2014"	"2014"	194	2524858	7.7	7.7
	"Female"	"F"	"Missouri"	"29"	"2015"	"2015"	228	2536134	9.0	9.4
	"Female"	"F"	"Missouri"	"29"	"2016"	"2016"	265	2540453	10.4	10.6
	"Female"	"F"	"Missouri"	"29"	"2017"	"2017"	227	2551475	8.9	8.7
	"Female"	"F"	"Missouri"	"29"	"2018"	"2018"	264	2560776	10.3	10.5
	"Female"	"F"	"Montana"	"30"	"1999"	"1999"	29	359693	8.1	8.1
	"Female"	"F"	"Montana"	"30"	"2000"	"2000"	23	362276	6.3	6.4
	"Female"	"F"	"Montana"	"30"	"2001"	"2001"	26	365573	7.1	7.1
	"Female"	"F"	"Montana"	"30"	"2002"	"2002"	34	368438	9.2	9.5
	"Female"	"F"	"Montana"	"30"	"2003"	"2003"	33	372470	8.9	9.2
	"Female"	"F"	"Montana"	"30"	"2004"	"2004"	33	377437	8.7	9.1
	"Female"	"F"	"Montana"	"30"	"2005"	"2005"	37	382623	9.7	10.1
	"Female"	"F"	"Montana"	"30"	"2006"	"2006"	24	388189	6.2	6.7
	"Female"	"F"	"Montana"	"30"	"2007"	"2007"	38	393230	9.7	9.9
	"Female"	"F"	"Montana"	"30"	"2008"	"2008"	40	397868	10.1	9.9
	"Female"	"F"	"Montana"	"30"	"2009"	"2009"	42	400783	10.5	10.2
	"Female"	"F"	"Montana"	"30"	"2010"	"2010"	45	403117	11.2	10.7
	"Female"	"F"	"Montana"	"30"	"2011"	"2011"	55	407257	13.5	13.7
	"Female"	"F"	"Montana"	"30"	"2012"	"2012"	46	410211	11.2	11.9
	"Female"	"F"	"Montana"	"30"	"2013"	"2013"	59	414256	14.2	14.8
	"Female"	"F"	"Montana"	"30"	"2014"	"2014"	51	417717	12.2	13.5
	"Female"	"F"	"Montana"	"30"	"2015"	"2015"	64	421131	15.2	16.1
	"Female"	"F"	"Montana"	"30"	"2016"	"2016"	46	425103	10.8	11.5
	"Female"	"F"	"Montana"	"30"	"2017"	"2017"	63	428460	14.7	15.1
	"Female"	"F"	"Montana"	"30"	"2018"	"2018"	56	434308	12.9	14.4
	"Female"	"F"	"Nebraska"	"31"	"1999"	"1999"	23	684651	3.4	3.5
	"Female"	"F"	"Nebraska"	"31"	"2000"	"2000"	33	687347	4.8	4.9
	"Female"	"F"	"Nebraska"	"31"	"2001"	"2001"	25	691655	3.6	3.8
	"Female"	"F"	"Nebraska"	"31"	"2002"	"2002"	34	695207	4.9	5.2
	"Female"	"F"	"Nebraska"	"31"	"2003"	"2003"	24	699484	3.4	3.4
	"Female"	"F"	"Nebraska"	"31"	"2004"	"2004"	34	703143	4.8	5.0
	"Female"	"F"	"Nebraska"	"31"	"2005"	"2005"	40	708624	5.6	6.0
	"Female"	"F"	"Nebraska"	"31"	"2006"	"2006"	33	713494	4.6	4.7
	"Female"	"F"	"Nebraska"	"31"	"2007"	"2007"	39	718106	5.4	5.4
	"Female"	"F"	"Nebraska"	"31"	"2008"	"2008"	27	722169	3.7	3.8
	"Female"	"F"	"Nebraska"	"31"	"2009"	"2009"	31	727956	4.3	4.3
	"Female"	"F"	"Nebraska"	"31"	"2010"	"2010"	38	732707	5.2	5.2
	"Female"	"F"	"Nebraska"	"31"	"2011"	"2011"	41	739146	5.5	6.0
	"Female"	"F"	"Nebraska"	"31"	"2012"	"2012"	42	742951	5.7	5.7
	"Female"	"F"	"Nebraska"	"31"	"2013"	"2013"	45	748083	6.0	5.9
	"Female"	"F"	"Nebraska"	"31"	"2014"	"2014"	48	753081	6.4	6.8
	"Female"	"F"	"Nebraska"	"31"	"2015"	"2015"	47	758491	6.2	6.2
	"Female"	"F"	"Nebraska"	"31"	"2016"	"2016"	39	762986	5.1	5.2
	"Female"	"F"	"Nebraska"	"31"	"2017"	"2017"	54	767749	7.0	7.6
	"Female"	"F"	"Nebraska"	"31"	"2018"	"2018"	46	771541	6.0	5.9
	"Female"	"F"	"Nevada"	"32"	"1999"	"1999"	75	745488	10.1	10.0
	"Female"	"F"	"Nevada"	"32"	"2000"	"2000"	69	768844	9.0	9.0
	"Female"	"F"	"Nevada"	"32"	"2001"	"2001"	81	810457	10.0	9.9
	"Female"	"F"	"Nevada"	"32"	"2002"	"2002"	89	842179	10.6	10.4
	"Female"	"F"	"Nevada"	"32"	"2003"	"2003"	84	874025	9.6	9.7
	"Female"	"F"	"Nevada"	"32"	"2004"	"2004"	96	913870	10.5	10.5
	"Female"	"F"	"Nevada"	"32"	"2005"	"2005"	99	949570	10.4	10.6
	"Female"	"F"	"Nevada"	"32"	"2006"	"2006"	106	986513	10.7	10.6
	"Female"	"F"	"Nevada"	"32"	"2007"	"2007"	99	1018832	9.7	9.6
	"Female"	"F"	"Nevada"	"32"	"2008"	"2008"	109	1041580	10.5	10.3
	"Female"	"F"	"Nevada"	"32"	"2009"	"2009"	116	1056930	11.0	11.0
	"Female"	"F"	"Nevada"	"32"	"2010"	"2010"	124	1066424	11.6	11.4
	"Female"	"F"	"Nevada"	"32"	"2011"	"2011"	119	1078501	11.0	10.8
	"Female"	"F"	"Nevada"	"32"	"2012"	"2012"	139	1098051	12.7	12.3
	"Female"	"F"	"Nevada"	"32"	"2013"	"2013"	123	1115822	11.0	10.9
	"Female"	"F"	"Nevada"	"32"	"2014"	"2014"	124	1142408	10.9	10.6
	"Female"	"F"	"Nevada"	"32"	"2015"	"2015"	142	1167599	12.2	12.0
	"Female"	"F"	"Nevada"	"32"	"2016"	"2016"	156	1190081	13.1	12.7
	"Female"	"F"	"Nevada"	"32"	"2017"	"2017"	163	1214998	13.4	13.5
	"Female"	"F"	"Nevada"	"32"	"2018"	"2018"	163	1231713	13.2	13.2
	"Female"	"F"	"New Hampshire"	"33"	"1999"	"1999"	27	495978	5.4	5.5
	"Female"	"F"	"New Hampshire"	"33"	"2000"	"2000"	27	502482	5.4	5.2
	"Female"	"F"	"New Hampshire"	"33"	"2001"	"2001"	33	511600	6.5	6.3
	"Female"	"F"	"New Hampshire"	"33"	"2002"	"2002"	23	518427	4.4	4.6
	"Female"	"F"	"New Hampshire"	"33"	"2003"	"2003"	31	524470	5.9	6.0
	"Female"	"F"	"New Hampshire"	"33"	"2004"	"2004"	29	531365	5.5	5.4
	"Female"	"F"	"New Hampshire"	"33"	"2005"	"2005"	29	536716	5.4	5.4
	"Female"	"F"	"New Hampshire"	"33"	"2006"	"2006"	39	542816	7.2	7.0
	"Female"	"F"	"New Hampshire"	"33"	"2007"	"2007"	34	546944	6.2	6.3
	"Female"	"F"	"New Hampshire"	"33"	"2008"	"2008"	40	550215	7.3	7.6
	"Female"	"F"	"New Hampshire"	"33"	"2009"	"2009"	32	552213	5.8	5.8
	"Female"	"F"	"New Hampshire"	"33"	"2010"	"2010"	40	553618	7.2	6.9
	"Female"	"F"	"New Hampshire"	"33"	"2011"	"2011"	38	556698	6.8	6.3
	"Female"	"F"	"New Hampshire"	"33"	"2012"	"2012"	42	559893	7.5	7.3
	"Female"	"F"	"New Hampshire"	"33"	"2013"	"2013"	43	562201	7.6	7.5
	"Female"	"F"	"New Hampshire"	"33"	"2014"	"2014"	55	565363	9.7	10.2
	"Female"	"F"	"New Hampshire"	"33"	"2015"	"2015"	61	568003	10.7	11.1
	"Female"	"F"	"New Hampshire"	"33"	"2016"	"2016"	61	570381	10.7	10.6
	"Female"	"F"	"New Hampshire"	"33"	"2017"	"2017"	59	574930	10.3	11.2
	"Female"	"F"	"New Hampshire"	"33"	"2018"	"2018"	53	581996	9.1	9.5
	"Female"	"F"	"New Jersey"	"34"	"1999"	"1999"	117	3453974	3.4	3.4
	"Female"	"F"	"New Jersey"	"34"	"2000"	"2000"	116	3473002	3.3	3.3
	"Female"	"F"	"New Jersey"	"34"	"2001"	"2001"	133	3507491	3.8	3.8
	"Female"	"F"	"New Jersey"	"34"	"2002"	"2002"	111	3533371	3.1	3.1
	"Female"	"F"	"New Jersey"	"34"	"2003"	"2003"	116	3556391	3.3	3.2
	"Female"	"F"	"New Jersey"	"34"	"2004"	"2004"	113	3574598	3.2	3.2
	"Female"	"F"	"New Jersey"	"34"	"2005"	"2005"	114	3591042	3.2	3.1
	"Female"	"F"	"New Jersey"	"34"	"2006"	"2006"	111	3606003	3.1	3.0
	"Female"	"F"	"New Jersey"	"34"	"2007"	"2007"	121	3620602	3.3	3.3
	"Female"	"F"	"New Jersey"	"34"	"2008"	"2008"	115	3639633	3.2	3.2
	"Female"	"F"	"New Jersey"	"34"	"2009"	"2009"	78	3664893	2.1	2.1
	"Female"	"F"	"New Jersey"	"34"	"2010"	"2010"	148	3684395	4.0	4.0
	"Female"	"F"	"New Jersey"	"34"	"2011"	"2011"	150	3700207	4.1	4.0
	"Female"	"F"	"New Jersey"	"34"	"2012"	"2012"	146	3725861	3.9	3.9
	"Female"	"F"	"New Jersey"	"34"	"2013"	"2013"	165	3740615	4.4	4.4
	"Female"	"F"	"New Jersey"	"34"	"2014"	"2014"	192	3764500	5.1	5.1
	"Female"	"F"	"New Jersey"	"34"	"2015"	"2015"	192	3779895	5.1	4.9
	"Female"	"F"	"New Jersey"	"34"	"2016"	"2016"	152	3777506	4.0	3.9
	"Female"	"F"	"New Jersey"	"34"	"2017"	"2017"	201	3811705	5.3	5.3
	"Female"	"F"	"New Jersey"	"34"	"2018"	"2018"	182	3767512	4.8	4.9
	"Female"	"F"	"New Mexico"	"35"	"1999"	"1999"	55	711708	7.7	7.8
	"Female"	"F"	"New Mexico"	"35"	"2000"	"2000"	65	718843	9.0	9.0
	"Female"	"F"	"New Mexico"	"35"	"2001"	"2001"	77	726969	10.6	10.7
	"Female"	"F"	"New Mexico"	"35"	"2002"	"2002"	61	739007	8.3	8.3
	"Female"	"F"	"New Mexico"	"35"	"2003"	"2003"	52	750070	6.9	7.1
	"Female"	"F"	"New Mexico"	"35"	"2004"	"2004"	64	762539	8.4	8.5
	"Female"	"F"	"New Mexico"	"35"	"2005"	"2005"	65	775927	8.4	8.6
	"Female"	"F"	"New Mexico"	"35"	"2006"	"2006"	65	790789	8.2	8.2
	"Female"	"F"	"New Mexico"	"35"	"2007"	"2007"	75	802935	9.3	9.5
	"Female"	"F"	"New Mexico"	"35"	"2008"	"2008"	98	812107	12.1	12.2
	"Female"	"F"	"New Mexico"	"35"	"2009"	"2009"	83	822024	10.1	10.1
	"Female"	"F"	"New Mexico"	"35"	"2010"	"2010"	101	830613	12.2	12.0
