"Notes"	"Gender"	"Gender Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2011"	"2011"	8547	15535056	55.0
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2012"	"2012"	8462	15207982	55.6
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2013"	"2013"	8299	14843650	55.9
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2014"	"2014"	8417	14522228	58.0
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2015"	"2015"	8427	14242059	59.2
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2016"	"2016"	8220	13942468	59.0
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2017"	"2017"	7737	13577849	57.0
	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2018"	"2018"	7506	13153739	57.1
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"1999"	"1999"	6076	14112467	43.1
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2000"	"2000"	6052	14446309	41.9
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2001"	"2001"	6366	14981593	42.5
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2002"	"2002"	6432	15057598	42.7
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2003"	"2003"	6478	15250861	42.5
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2004"	"2004"	6529	15435849	42.3
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2005"	"2005"	6650	15632708	42.5
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2006"	"2006"	6699	15803164	42.4
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2007"	"2007"	6716	15902406	42.2
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2008"	"2008"	6935	15937153	43.5
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2009"	"2009"	6604	15919221	41.5
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2010"	"2010"	6789	15839099	42.9
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2011"	"2011"	6703	15535056	43.1
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2012"	"2012"	6620	15207982	43.5
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2013"	"2013"	6538	14843650	44.0
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2014"	"2014"	6651	14522228	45.8
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2015"	"2015"	6595	14242059	46.3
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2016"	"2016"	6468	13942468	46.4
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2017"	"2017"	6055	13577849	44.6
	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2018"	"2018"	5864	13153739	44.6
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"1999"	"1999"	98	14112467	0.7
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2000"	"2000"	100	14446309	0.7
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2001"	"2001"	81	14981593	0.5
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2002"	"2002"	93	15057598	0.6
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2003"	"2003"	80	15250861	0.5
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2004"	"2004"	80	15435849	0.5
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2005"	"2005"	62	15632708	0.4
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2006"	"2006"	58	15803164	0.4
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2007"	"2007"	58	15902406	0.4
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2008"	"2008"	72	15937153	0.5
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2009"	"2009"	51	15919221	0.3
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2010"	"2010"	53	15839099	0.3
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2011"	"2011"	62	15535056	0.4
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2012"	"2012"	37	15207982	0.2
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2013"	"2013"	46	14843650	0.3
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2014"	"2014"	49	14522228	0.3
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2015"	"2015"	46	14242059	0.3
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2016"	"2016"	42	13942468	0.3
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2017"	"2017"	49	13577849	0.4
	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2018"	"2018"	44	13153739	0.3
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"1999"	"1999"	278	14112467	2.0
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2000"	"2000"	271	14446309	1.9
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2001"	"2001"	347	14981593	2.3
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2002"	"2002"	431	15057598	2.9
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2003"	"2003"	434	15250861	2.8
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2004"	"2004"	460	15435849	3.0
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2005"	"2005"	460	15632708	2.9
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2006"	"2006"	505	15803164	3.2
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2007"	"2007"	556	15902406	3.5
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2008"	"2008"	600	15937153	3.8
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2009"	"2009"	648	15919221	4.1
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2010"	"2010"	686	15839099	4.3
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2011"	"2011"	651	15535056	4.2
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2012"	"2012"	621	15207982	4.1
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2013"	"2013"	722	14843650	4.9
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2014"	"2014"	750	14522228	5.2
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2015"	"2015"	763	14242059	5.4
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2016"	"2016"	791	13942468	5.7
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2017"	"2017"	742	13577849	5.5
	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	685	13153739	5.2
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"1999"	"1999"	17	14112467	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2000"	"2000"	16	14446309	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2001"	"2001"	16	14981593	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2002"	"2002"	10	15057598	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2003"	"2003"	12	15250861	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2004"	"2004"	16	15435849	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2005"	"2005"	14	15632708	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2006"	"2006"	21	15803164	0.1
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2007"	"2007"	12	15902406	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2008"	"2008"	15	15937153	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2009"	"2009"	21	15919221	0.1
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2010"	"2010"	18	15839099	Unreliable
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2011"	"2011"	29	15535056	0.2
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2012"	"2012"	21	15207982	0.1
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2013"	"2013"	24	14843650	0.2
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2014"	"2014"	20	14522228	0.1
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2015"	"2015"	29	14242059	0.2
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2016"	"2016"	27	13942468	0.2
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2017"	"2017"	24	13577849	0.2
	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	31	13153739	0.2
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"1999"	"1999"	3840	14112467	27.2
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2000"	"2000"	3808	14446309	26.4
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2001"	"2001"	3928	14981593	26.2
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2002"	"2002"	3943	15057598	26.2
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2003"	"2003"	3898	15250861	25.6
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2004"	"2004"	3922	15435849	25.4
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2005"	"2005"	4034	15632708	25.8
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2006"	"2006"	3973	15803164	25.1
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2007"	"2007"	3971	15902406	25.0
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2008"	"2008"	4123	15937153	25.9
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2009"	"2009"	3820	15919221	24.0
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2010"	"2010"	3889	15839099	24.6
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2011"	"2011"	3783	15535056	24.4
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2012"	"2012"	3797	15207982	25.0
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2013"	"2013"	3632	14843650	24.5
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2014"	"2014"	3666	14522228	25.2
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2015"	"2015"	3594	14242059	25.2
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2016"	"2016"	3331	13942468	23.9
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2017"	"2017"	3151	13577849	23.2
	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2018"	"2018"	3079	13153739	23.4
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"1999"	"1999"	1733	14112467	12.3
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2000"	"2000"	1775	14446309	12.3
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2001"	"2001"	1811	14981593	12.1
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2002"	"2002"	1788	15057598	11.9
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2003"	"2003"	1654	15250861	10.8
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2004"	"2004"	1689	15435849	10.9
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2005"	"2005"	1732	15632708	11.1
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2006"	"2006"	1695	15803164	10.7
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2007"	"2007"	1639	15902406	10.3
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2008"	"2008"	1748	15937153	11.0
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2009"	"2009"	1607	15919221	10.1
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2010"	"2010"	1594	15839099	10.1
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2011"	"2011"	1541	15535056	9.9
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2012"	"2012"	1537	15207982	10.1
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2013"	"2013"	1501	14843650	10.1
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2014"	"2014"	1479	14522228	10.2
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2015"	"2015"	1494	14242059	10.5
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2016"	"2016"	1386	13942468	9.9
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2017"	"2017"	1308	13577849	9.6
	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2018"	"2018"	1216	13153739	9.2
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"1999"	"1999"	46	14112467	0.3
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2000"	"2000"	42	14446309	0.3
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2001"	"2001"	52	14981593	0.3
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2002"	"2002"	72	15057598	0.5
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2003"	"2003"	54	15250861	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2004"	"2004"	41	15435849	0.3
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2005"	"2005"	49	15632708	0.3
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2006"	"2006"	61	15803164	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2007"	"2007"	78	15902406	0.5
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2008"	"2008"	79	15937153	0.5
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2009"	"2009"	51	15919221	0.3
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2010"	"2010"	80	15839099	0.5
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2011"	"2011"	66	15535056	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2012"	"2012"	58	15207982	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2013"	"2013"	56	14843650	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2014"	"2014"	59	14522228	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2015"	"2015"	59	14242059	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2016"	"2016"	35	13942468	0.3
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2017"	"2017"	51	13577849	0.4
	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	52	13153739	0.4
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"1999"	"1999"	2061	14112467	14.6
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2000"	"2000"	1991	14446309	13.8
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2001"	"2001"	2065	14981593	13.8
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2002"	"2002"	2083	15057598	13.8
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2003"	"2003"	2190	15250861	14.4
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2004"	"2004"	2192	15435849	14.2
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2005"	"2005"	2253	15632708	14.4
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2006"	"2006"	2217	15803164	14.0
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2007"	"2007"	2254	15902406	14.2
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2008"	"2008"	2296	15937153	14.4
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2009"	"2009"	2162	15919221	13.6
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2010"	"2010"	2215	15839099	14.0
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2011"	"2011"	2176	15535056	14.0
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2012"	"2012"	2202	15207982	14.5
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2013"	"2013"	2075	14843650	14.0
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2014"	"2014"	2128	14522228	14.7
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2015"	"2015"	2041	14242059	14.3
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2016"	"2016"	1910	13942468	13.7
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2017"	"2017"	1792	13577849	13.2
	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	1811	13153739	13.8
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"1999"	"1999"	597	14112467	4.2
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2000"	"2000"	621	14446309	4.3
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2001"	"2001"	612	14981593	4.1
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2002"	"2002"	695	15057598	4.6
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2003"	"2003"	709	15250861	4.6
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2004"	"2004"	690	15435849	4.5
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2005"	"2005"	757	15632708	4.8
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2006"	"2006"	748	15803164	4.7
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2007"	"2007"	817	15902406	5.1
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2008"	"2008"	801	15937153	5.0
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2009"	"2009"	803	15919221	5.0
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2010"	"2010"	865	15839099	5.5
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2011"	"2011"	931	15535056	6.0
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2012"	"2012"	892	15207982	5.9
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2013"	"2013"	897	14843650	6.0
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2014"	"2014"	937	14522228	6.5
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2015"	"2015"	889	14242059	6.2
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2016"	"2016"	870	13942468	6.2
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2017"	"2017"	850	13577849	6.3
	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	819	13153739	6.2
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"1999"	"1999"	1464	14112467	10.4
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2000"	"2000"	1370	14446309	9.5
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2001"	"2001"	1453	14981593	9.7
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2002"	"2002"	1388	15057598	9.2
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2003"	"2003"	1481	15250861	9.7
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2004"	"2004"	1502	15435849	9.7
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2005"	"2005"	1496	15632708	9.6
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2006"	"2006"	1469	15803164	9.3
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2007"	"2007"	1437	15902406	9.0
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2008"	"2008"	1495	15937153	9.4
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2009"	"2009"	1359	15919221	8.5
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2010"	"2010"	1350	15839099	8.5
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2011"	"2011"	1245	15535056	8.0
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2012"	"2012"	1310	15207982	8.6
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2013"	"2013"	1178	14843650	7.9
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2014"	"2014"	1191	14522228	8.2
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2015"	"2015"	1152	14242059	8.1
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2016"	"2016"	1040	13942468	7.5
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2017"	"2017"	942	13577849	6.9
	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	992	13153739	7.5
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"1999"	"1999"	1843	14112467	13.1
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2000"	"2000"	1857	14446309	12.9
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2001"	"2001"	1994	14981593	13.3
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2002"	"2002"	1955	15057598	13.0
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2003"	"2003"	2054	15250861	13.5
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2004"	"2004"	2051	15435849	13.3
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2005"	"2005"	2080	15632708	13.3
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2006"	"2006"	2142	15803164	13.6
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2007"	"2007"	2119	15902406	13.3
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2008"	"2008"	2125	15937153	13.3
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2009"	"2009"	2064	15919221	13.0
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2010"	"2010"	2143	15839099	13.5
	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	"2011"	"2011"	2178	15535056	14.0
