"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"1999"	"1999"	237	34895	679.2
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2000"	"2000"	221	36622	603.5
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2001"	"2001"	244	38083	640.7
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2002"	"2002"	250	40584	616.0
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2003"	"2003"	212	41749	507.8
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2004"	"2004"	220	46640	471.7
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2005"	"2005"	293	47835	612.5
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2006"	"2006"	273	51176	533.5
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2007"	"2007"	280	53412	524.2
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2008"	"2008"	269	57835	465.1
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2009"	"2009"	292	62866	464.5
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2010"	"2010"	280	64043	437.2
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2011"	"2011"	328	78000	420.5
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2012"	"2012"	394	83810	470.1
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2013"	"2013"	383	89287	429.0
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2014"	"2014"	374	98174	381.0
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2015"	"2015"	416	95421	436.0
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2016"	"2016"	452	98143	460.6
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2017"	"2017"	443	104880	422.4
	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"64 years"	"64"	"2018"	"2018"	459	108795	421.9
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"1999"	"1999"	238	258333	92.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2000"	"2000"	238	259036	91.9
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2001"	"2001"	226	254872	88.7
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2002"	"2002"	219	264636	82.8
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2003"	"2003"	208	267873	77.6
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2004"	"2004"	233	283445	82.2
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2005"	"2005"	241	300880	80.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2006"	"2006"	250	299570	83.5
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2007"	"2007"	230	295518	77.8
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2008"	"2008"	241	291472	82.7
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2009"	"2009"	228	290498	78.5
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2010"	"2010"	216	294609	73.3
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2011"	"2011"	215	298379	72.1
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2012"	"2012"	210	304224	69.0
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2013"	"2013"	232	316283	73.4
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2014"	"2014"	236	339648	69.5
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2015"	"2015"	256	363310	70.5
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2016"	"2016"	284	369308	76.9
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2017"	"2017"	296	365332	81.0
	"Female"	"F"	"Black or African American"	"2054-5"	"25 years"	"25"	"2018"	"2018"	322	357672	90.0
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"1999"	"1999"	216	260004	83.1
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2000"	"2000"	253	252878	100.0
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2001"	"2001"	221	260185	84.9
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2002"	"2002"	244	253972	96.1
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2003"	"2003"	258	262764	98.2
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2004"	"2004"	248	266131	93.2
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2005"	"2005"	238	280782	84.8
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2006"	"2006"	259	297595	87.0
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2007"	"2007"	260	295637	87.9
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2008"	"2008"	239	290979	82.1
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2009"	"2009"	259	286542	90.4
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2010"	"2010"	214	285275	75.0
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2011"	"2011"	248	297719	83.3
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2012"	"2012"	221	299695	73.7
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2013"	"2013"	242	304732	79.4
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2014"	"2014"	221	318586	69.4
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2015"	"2015"	267	341574	78.2
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2016"	"2016"	325	364443	89.2
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2017"	"2017"	303	371761	81.5
	"Female"	"F"	"Black or African American"	"2054-5"	"26 years"	"26"	"2018"	"2018"	318	366168	86.8
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"1999"	"1999"	268	274886	97.5
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2000"	"2000"	271	266642	101.6
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2001"	"2001"	258	253195	101.9
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2002"	"2002"	255	260824	97.8
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2003"	"2003"	274	254783	107.5
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2004"	"2004"	276	264514	104.3
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2005"	"2005"	260	268219	96.9
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2006"	"2006"	284	283477	100.2
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2007"	"2007"	268	300846	89.1
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2008"	"2008"	258	299318	86.2
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2009"	"2009"	252	295129	85.4
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2010"	"2010"	239	291494	82.0
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2011"	"2011"	215	286523	75.0
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2012"	"2012"	225	299047	75.2
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2013"	"2013"	245	300521	81.5
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2014"	"2014"	238	307292	77.5
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2015"	"2015"	261	320712	81.4
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2016"	"2016"	308	342748	89.9
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2017"	"2017"	351	367108	95.6
	"Female"	"F"	"Black or African American"	"2054-5"	"27 years"	"27"	"2018"	"2018"	348	372779	93.4
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"1999"	"1999"	298	283813	105.0
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2000"	"2000"	276	275066	100.3
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2001"	"2001"	291	263100	110.6
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2002"	"2002"	251	252183	99.5
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2003"	"2003"	233	259009	90.0
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2004"	"2004"	270	252846	106.8
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2005"	"2005"	282	261900	107.7
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2006"	"2006"	262	265157	98.8
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2007"	"2007"	304	279438	108.8
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2008"	"2008"	264	295990	89.2
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2009"	"2009"	287	293954	97.6
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2010"	"2010"	270	288865	93.5
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2011"	"2011"	245	290635	84.3
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2012"	"2012"	256	287777	89.0
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2013"	"2013"	262	300132	87.3
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2014"	"2014"	243	302980	80.2
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2015"	"2015"	271	309192	87.6
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2016"	"2016"	317	321526	98.6
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2017"	"2017"	362	345170	104.9
	"Female"	"F"	"Black or African American"	"2054-5"	"28 years"	"28"	"2018"	"2018"	330	368069	89.7
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"1999"	"1999"	332	281140	118.1
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2000"	"2000"	324	291485	111.2
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2001"	"2001"	336	273287	122.9
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2002"	"2002"	339	262121	129.3
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2003"	"2003"	313	250834	124.8
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2004"	"2004"	305	257747	118.3
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2005"	"2005"	270	251383	107.4
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2006"	"2006"	296	260329	113.7
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2007"	"2007"	269	263206	102.2
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2008"	"2008"	277	277106	100.0
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2009"	"2009"	282	293402	96.1
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2010"	"2010"	293	294300	99.6
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2011"	"2011"	285	292416	97.5
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2012"	"2012"	286	291965	98.0
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2013"	"2013"	257	288858	89.0
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2014"	"2014"	255	302562	84.3
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2015"	"2015"	271	304709	88.9
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2016"	"2016"	310	309920	100.0
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2017"	"2017"	300	323857	92.6
	"Female"	"F"	"Black or African American"	"2054-5"	"29 years"	"29"	"2018"	"2018"	380	346376	109.7
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"1999"	"1999"	348	276946	125.7
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2000"	"2000"	367	287649	127.6
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2001"	"2001"	319	288905	110.4
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2002"	"2002"	332	274948	120.8
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2003"	"2003"	312	264513	118.0
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2004"	"2004"	259	254504	101.8
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2005"	"2005"	288	262512	109.7
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2006"	"2006"	290	257114	112.8
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2007"	"2007"	301	267082	112.7
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2008"	"2008"	266	271120	98.1
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2009"	"2009"	296	286514	103.3
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2010"	"2010"	296	300549	98.5
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2011"	"2011"	302	291207	103.7
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2012"	"2012"	293	293674	99.8
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2013"	"2013"	267	292983	91.1
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2014"	"2014"	266	291234	91.3
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2015"	"2015"	307	304406	100.9
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2016"	"2016"	310	305426	101.5
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2017"	"2017"	329	312176	105.4
	"Female"	"F"	"Black or African American"	"2054-5"	"30 years"	"30"	"2018"	"2018"	359	325150	110.4
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"1999"	"1999"	373	267952	139.2
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2000"	"2000"	348	265360	131.1
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2001"	"2001"	341	289179	117.9
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2002"	"2002"	359	288164	124.6
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2003"	"2003"	325	273727	118.7
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2004"	"2004"	301	263303	114.3
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2005"	"2005"	306	252966	121.0
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2006"	"2006"	325	260644	124.7
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2007"	"2007"	301	254785	118.1
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2008"	"2008"	306	264321	115.8
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2009"	"2009"	274	267906	102.3
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2010"	"2010"	311	278760	111.6
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2011"	"2011"	352	302923	116.2
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2012"	"2012"	285	292325	97.5
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2013"	"2013"	296	294534	100.5
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2014"	"2014"	302	295212	102.3
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2015"	"2015"	295	292868	100.7
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2016"	"2016"	360	304808	118.1
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2017"	"2017"	349	307531	113.5
	"Female"	"F"	"Black or African American"	"2054-5"	"31 years"	"31"	"2018"	"2018"	378	313095	120.7
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"1999"	"1999"	388	272561	142.4
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2000"	"2000"	418	270740	154.4
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2001"	"2001"	391	268151	145.8
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2002"	"2002"	415	290561	142.8
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2003"	"2003"	379	290217	130.6
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2004"	"2004"	398	276717	143.8
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2005"	"2005"	397	266944	148.7
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2006"	"2006"	322	257204	125.2
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2007"	"2007"	353	265596	132.9
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2008"	"2008"	326	260364	125.2
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2009"	"2009"	324	270838	119.6
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2010"	"2010"	325	275414	118.0
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2011"	"2011"	367	284146	129.2
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2012"	"2012"	287	303821	94.5
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2013"	"2013"	348	293023	118.8
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2014"	"2014"	367	296572	123.7
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2015"	"2015"	354	296622	119.3
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2016"	"2016"	367	293147	125.2
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2017"	"2017"	369	306627	120.3
	"Female"	"F"	"Black or African American"	"2054-5"	"32 years"	"32"	"2018"	"2018"	430	308173	139.5
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"1999"	"1999"	451	279654	161.3
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2000"	"2000"	454	272072	166.9
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2001"	"2001"	446	270796	164.7
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2002"	"2002"	425	268601	158.2
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2003"	"2003"	433	290849	148.9
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2004"	"2004"	440	290780	151.3
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2005"	"2005"	405	277331	146.0
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2006"	"2006"	380	267659	142.0
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2007"	"2007"	315	257833	122.2
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2008"	"2008"	326	266293	122.4
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2009"	"2009"	361	261114	138.3
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2010"	"2010"	307	267041	115.0
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2011"	"2011"	358	274248	130.5
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2012"	"2012"	368	285149	129.1
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2013"	"2013"	366	304493	120.2
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2014"	"2014"	357	295122	121.0
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2015"	"2015"	394	297736	132.3
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2016"	"2016"	397	296979	133.7
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2017"	"2017"	421	294953	142.7
	"Female"	"F"	"Black or African American"	"2054-5"	"33 years"	"33"	"2018"	"2018"	420	307231	136.7
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"1999"	"1999"	447	296727	150.6
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2000"	"2000"	505	289071	174.7
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2001"	"2001"	482	271445	177.6
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2002"	"2002"	447	271183	164.8
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2003"	"2003"	468	268738	174.1
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2004"	"2004"	474	291291	162.7
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2005"	"2005"	457	291186	156.9
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2006"	"2006"	424	277780	152.6
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2007"	"2007"	382	268078	142.5
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2008"	"2008"	365	258143	141.4
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2009"	"2009"	356	266637	133.5
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2010"	"2010"	344	263044	130.8
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2011"	"2011"	352	272158	129.3
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2012"	"2012"	362	275188	131.5
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2013"	"2013"	378	285576	132.4
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2014"	"2014"	390	306420	127.3
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2015"	"2015"	411	296096	138.8
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2016"	"2016"	428	298153	143.6
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2017"	"2017"	452	298583	151.4
	"Female"	"F"	"Black or African American"	"2054-5"	"34 years"	"34"	"2018"	"2018"	434	295448	146.9
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"1999"	"1999"	548	309142	177.3
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2000"	"2000"	512	308201	166.1
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2001"	"2001"	555	285590	194.3
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2002"	"2002"	498	272422	182.8
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2003"	"2003"	521	272295	191.3
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2004"	"2004"	462	270441	170.8
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2005"	"2005"	452	293433	154.0
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2006"	"2006"	481	293847	163.7
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2007"	"2007"	456	280631	162.5
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2008"	"2008"	407	271104	150.1
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2009"	"2009"	373	261354	142.7
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2010"	"2010"	385	268610	143.3
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2011"	"2011"	377	261199	144.3
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2012"	"2012"	429	272932	157.2
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2013"	"2013"	401	275610	145.5
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2014"	"2014"	428	287255	149.0
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2015"	"2015"	423	307267	137.7
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2016"	"2016"	455	296340	153.5
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2017"	"2017"	450	299601	150.2
	"Female"	"F"	"Black or African American"	"2054-5"	"35 years"	"35"	"2018"	"2018"	510	298858	170.6
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"1999"	"1999"	617	300226	205.5
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2000"	"2000"	605	300699	201.2
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2001"	"2001"	615	305261	201.5
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2002"	"2002"	548	286015	191.6
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2003"	"2003"	565	272635	207.2
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2004"	"2004"	476	272711	174.5
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2005"	"2005"	465	270863	171.7
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2006"	"2006"	517	293899	175.9
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2007"	"2007"	481	294129	163.5
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2008"	"2008"	446	280978	158.7
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2009"	"2009"	412	271393	151.8
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2010"	"2010"	403	261414	154.2
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2011"	"2011"	433	269433	160.7
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2012"	"2012"	401	261958	153.1
	"Female"	"F"	"Black or African American"	"2054-5"	"36 years"	"36"	"2013"	"2013"	408	273443	149.2
